id,supplement,type,name,ruby,timing,skill,dfclty,target,rng,urge,flavor,effect,ref_faq_id,ref_info_id,update,other_ver_id,rel_elois_id,type_order,urge_order
LM-超越活性,LM,一般,超越活性,チョウエツカッセイ,常時,—,自動成功,自身,至近,—,あなたの執念がレネゲイドウィルスにまで作用し、その働きを強化していることを表わすEロイス。このEロイスを持つ者は、レネゲイドウィルスに秘められたパワーを限界以上に引き出すことができる。,このEロイスを取得した際に、あなたが取得しているエフェクトをひとつ指定すること。そのエフェクトのレベルは+2される。このとき、レベル上限を超えてもよい。このEロイスを複数取得して同一のエフェクトを指定した場合、効果は累積する。,,,,,,0,0
LM-変異する悪夢,LM,一般,変異する悪夢,ヘンイスルアクム,常時,—,自動成功,自身,至近,—,あなたがオリジナルから分離し、そしてオリジナルとは異なる力を身につけるに至ったことを表わすEロイス。あなたはもはや鏡像ではない。よく似てはいるが、独自の人格を持った存在なのだ。,あなたが《悪夢の鏡像》を取得している場合にのみ、このEロイスを取得できるものとする。あなたは、オリジナルとは異なるデータを持つことができる。あなたは、オリジナルが望むと望まざるとにかかわらず、独自の能力を持つことができるのだ。なお、このEロイスを取得することにより、あなたは他のEロイスを取得することも可能となる。,,,,,LM-悪夢の鏡像,0,0
LM-究極存在,LM,一般,究極存在,キュウキョクソンサイ,常時,—,自動成功,自身,至近,解放,あなたがレネゲイドの、ひいては生物としての限界そのものから解放されていることを表わすEロイス。何ものにも邪魔されず、縛られず、阻まれず、思うがままに生き続けたいという究極のエゴが、あなたを不滅の存在たらしめた。あなたは一にして全なる完全無欠の生命体であり、自身以外のあらゆる他者を必要となどしない。,あなたはあらゆるダメージを受けない。この効果が解除される条件はGMが任意に決定すること。ダメージに加えて、バッドステータス、老いや病気、飲食の必要性、慣性や重力といった物理法則からの束縛など、みずからが望まない任意の影響を受けないとしてもよい。どこまでがそれに該当するかはGMが決定する。,,,,上級-究極存在,,0,1
LM-愚者の契約,LM,一般,愚者の契約,クシャノケイヤク,オートアクション,—,自動成功,効果参照,効果参照,解放,こうありたい、苦悩から解き放たれたいという切なる願いが生んだ、あらゆる願望を実現するEロイス。しかし、代償として本人、そして世界が、恐るべき対価を支払うことになる。,いつでも使用できる。使用することで、他者があなたに願った願いをひとつ叶えることができる。あなた自身の願いを叶えることはできない。ただし、その実現には必ず代償が必要になる。願いがどのような形で叶えられるのか、代償が何になるのかはGMが決定する。人とオーヴァードの平和的共存を望んだ結果、オーヴァードでない者が次々死んでいくなど、本来の意図から歪められた形で願いが叶うことにしてもよい。また、本人が自覚しない代償が発生したり、代償を支払い続けない限り願いが実現しないなどとしてもよい。,,,,上級-愚者の契約,,0,1
LM-目覚める魂,LM,シナリオクラフト専用,目覚める魂,メサメルタマシイ,常時,—,自動成功,効果参照,効果参照,解放,あなたの衝動が他者に伝播し、それによって人々の破壊衝動が強まることを表わすDロイス。あなたは衝動のままに生き、つまらない他人への配慮から“解放”されたその境遇を心から楽しんでおり、その境地を伝染させる力を持っている。その境地に至った人々は、他者への配慮を忘れていく。,シナリオクラフトプレイ中に登場するあなた自身を含むすべてのエネミーは、あらゆる攻撃のダメージに+1Dされる。また、そのセッションでは非オーヴァードのNPCは徐々に思いやりや配慮を忘れていく。具体的な効果や演出はGMが決定せよ。,,,,PE-目覚める魂,,1,1
LM-覚醒する世界,LM,シナリオクラフト専用,覚醒する世界,カクセイスルセカイ,常時,—,自動成功,効果参照,効果参照,解放,あなたがオーヴァードであることを喜び、その事実を隠蔽するつもりなどないことを表わすEロイス。あなたは解放された存在だ。少なくともあなた自身はそう思っている。社会の制約、他者とのつきあい、オーヴァードなど存在しないという建前。そんなものは、解放されたあなたにとって意味のないものだ。あなたの存在は、やがて日常そのものを破壊するだろう。,あなたがエンディングフェイズまで生存していた場合、そのステージに住むすべての非オーヴァードは、あなたの行動を通して、オーヴァードの存在を確信するに至る。その結果何が起きるかについては、GMが決定すること。また、その強固な確信によってあなたのHPは+30される。,,,,PE-覚醒する世界,,1,1
LM-超越者の戯れ,LM,一般,超越者の戯れ,チョウエツシャノタワムレ,オートアクション,—,自動成功,単体,視界,解放,他者の心の奥底に潜む凶暴な衝動を引きずり出し、具体的な力として発現させるEロイス。超越者たるあなたは、“力”を渇望する人間たちに、大いなる救いをもたらすことができるだろう。それは世界に酷い災いをもたらすが、あなたにとっては瑣末な出来事に過ぎない。,いつでも使用できる。このEロイスの使用には対象の同意が必要である。対象となったキャラクターは、その衝動に対応する任意のEロイスをひとつ、即座に取得する。ロイス枠は、対象のものを使用する。なお、対象がジャームでなかった場合、対象は即座にジャーム化する。このEロイスによって与えたEロイスは、あなたに影響を与えることはない。また、あなたは与えたEロイスの効果をいつでも解除することができる。,,,,,,0,1
LM-孤高の超人,LM,一般,孤高の超人,ココウノチョウシン,セットアッププロセス,—,自動成功,効果参照,視界,解放,あなたが、己こそ全宇宙において最高最強唯一絶対の存在であるという誇りを抱いていることを表わすEロイス。あなたの誇りは異様なまでに肥大化しており、他者が自分と同じレネゲイドウィルスの力を使うことに抑えがたい怒りを抱いている。,このEロイスが使用されたラウンドの間、シーンに登場しているあなた以外のキャラクターは、侵蝕率によるダイス数およびエフェクトレベルへのボーナスを得ることができなくなる。,,,,,,0,1
LM-血の焦がれ,LM,一般,血の焦がれ,チノコカレ,セットアッププロセス,—,自動成功,シーン(選択),視界,吸血,あなたが世界そのものから命を吸い上げる災厄と化したことを表わすEロイス。あなたの飽くなき生存への欲求が、その場で動くものすべてから血と生命力をゆっくりと吸い取ってゆく。あなたの行くところ、花は枯れ、飛ぶ鳥は落ち、周囲は死と嘆きで満たされるだろう。他の生物、ひいては既存の世界を犠牲にしてでも、みずからの欲望を果たしたいと願う衝動によって発現したEロイスである。,このEロイスを宣言すると、対象は即座に2D点のHPを失う。このダイスはあなたが振ること。この効果で失われたHPの合計分、あなたのHPを回復する。この効果で戦闘不能のキャラクターが死亡することはない。,,,,上級-血の焦がれ,,0,2
LM-血の花嫁,LM,一般,血の花嫁,チノハナヨメ,メジャーアクション,—,自動成功,単体,至近,吸血,死者を蘇らせ、使用者の操り人形に変えるEロイス。相手の自由意思を奪ってでも共にありたいという歪んだエゴイズムが生んだEロイスである。,死亡している対象にのみ使用できる。対象の死亡を回復し、HPを完全に回復する。ただし対象は、オーヴァードであったかどうかにかかわらず、必ずジャーム化し、以後あなたに絶対服従となる。GMはこの効果を解除するための条件を任意に設定してもよい。ただし、このEロイスの効果を解除すると対象は必ず死亡する。また、生き返った対象の外見などは、死ぬ以前と一切変化がないとしてもよいし、特定の感情を喪失している、体温がないといっまた、不自然な部分があるとしてもよい。詳細はGMが決定する。,,,,上級-血の花嫁,,0,2
LM-深淵の抱擁,LM,シナリオクラフト専用,深淵の抱擁,シンエンノホウヨウ,オートアクション,—,自動成功,効果参照,効果参照,吸血,あなたが吸血行為によって、オーヴァードとしての力を擬似的に分け与えることができることを表わすEロイス。,このEロイスはあなたがシーンに登場していなくても使用できる。そのシーンに登場しているプレサージを指定し、そのキャラクターがあなたの吸血の呪いを受けているとすることができる。呪いを受けたキャラクターはクリムゾンビースト(『ルール2』P266)と同等の能力を持つものと見なされる。呪いによって与えられたエフェクトは擬似的なものであり、呪われたキャラクターの【HP】を0にすることで解除できる。その他、プレサージにどのような影響があるのかはGMが決定せよ。,,,,PE-深淵の抱擁,,1,2
LM-夜に咲く薔薇,LM,シナリオクラフト専用,夜に咲く薔薇,ヨルニサクハラ,常時,—,自動成功,自身,至近,吸血,ある聖典に曰く。血は生命そのものであると。また曰く、血によってのみ人の罪は許されると。あなたはいわば、血によって生命を得、また血によって人の束縛を脱ぎ捨てて咲き誇る赤い薔薇だ。どこかで戦いが起きるたび、あなたがその血を吸ってパワーアップすることを表わすEロイス。,シナリオクラフトプレイ中、エネミーとの戦闘が1ラウンド発生するごとに、あなたのHPの現在値および上限は+10される(最大100)。,,,,PE-夜に咲く薔薇,,1,2
LM-戦闘血界,LM,一般,戦闘血界,セントウケッカイ,セットアッププロセス,—,自動成功,シーン(選択),視界,吸血,己の血を注ぎ込み、他者のカを増強するEロイス。あなたの血液は、あなた自身がそうであるように凶暴で、荒々しく、力にあふれ、そして救いようがないほどに狂い果てている。,このEロイスを使用する際、あなたは任意の点数のHPを消費すること。このとき消費したHP5点(端数切り捨て)につき、対象が行なうあらゆる判定の達成値に常に+2のボーナスを与える。消費できるHPは50点を上限とし、ボーナスの最大値は+20となる。この効果は、そのシーンが終了するまで持続する。,,,,,,0,2
LM-屍鬼の呪い,LM,一般,屍鬼の呪い,シキノノロイ,セットアッププロセス,〈意志〉,対決,シーン(選択),視界,吸血,あなたが持つ狂おしいほどの血への渇望で、他者の精神を蝕むEロイス。その吸血衝動は、対象の心をかき乱し、精妙な身体操作や、緻密な思考を不可能にさせる。心弱き者の中には、直接的な吸血行為に走ってしまう者がいるかもしれない。,対象と〈意志〉による対決を行なうこと。あなたが勝利したら、対象はバッドステータスの重圧を受ける。一度使用すると、このEロイスは毎ラウンドのセットアッププロセスの最初に自動的に効果を発揮する。その都度、〈意志〉による対決を行なうこと。シーンが終了すると、このEロイスの効果も終了する。,,,,,,0,2
LM-飢えたる魂,LM,一般,飢えたる魂,ウエタルタマシイ,オートアクション,—,自動成功,単体,視界,飢餓,殺した相手から力を奪い、みずからの能力として取り込むEロイス。欲しいものは殺してでも奪い取るという飽くなき力への渇望が源となっており、逆説的に殺すことでしかその効果は発現しない。さらなる力を得るため、あなたは終わらぬ殺戮と強奪を繰り返すだろう。,あなたが対象を死亡させた時に使用する。対象の取得しているエフェクトひとつを選択すること。あなたはそのエフェクトを同じレベルで取得し、以後、永久的に使用できる。対応するシンドロームを所持していなかったり、ピュアブリード専用など取得に制限があるエフェクトでもそれを無視して取得できる。,,,,上級-飢えたる魂,,0,3
LM-餓えの淵,LM,一般,餓えの淵,ウエノフチ,メジャーアクション,—,自動成功,単体,至近,飢餓,他者を自身の内部に取り込み、吸収同化してパワーアップするEロイス。相手を文字通り喰らうことで、同一化を果たしたいという願望が発現したものである。,対象をあなたの体内に取り込む。取り込んでいる間、あなたが行なうあらゆる判定のダイスを+2個する。対象がエキストラ以外の場合、戦闘不能またはこの効果に同意していなければならない。取り込まれた対象はGMが特別に許可しない限り、あらゆる行動が行なえず、あらゆる効果の対象にならない。また、あなたが移動すると同時に同じ場所に移動する。GMは任意にこのEロイスの効果を解除する条件を作成してもよい。解除されずに使用者が死亡した場合、取り込まれた対象もまた死亡するとしてもよい。,,,,上級-餓えの淵,,0,3
LM-アバドンの顎,LM,シナリオクラフト専用,アバドンの顎,アハトンノアキト,常時,—,自動成功,自身,至近,飢餓,あなたがその飢えによって、世界から徐々にエネルギーを吸い上げていることを表わすEロイス。吸い上げる手段は、分身の群れなどによる直接的なものでもよいし、間接的に生命エネルギーを吸い上げている、などとしてもよい。,シナリオクラフトプレイ中、ハプニングチャートもしくはエネミーチャートをROCしたシーンの終了時に、シーンプレイヤーは1D点のHPを失う。このダイスはGMが振ること。この効果で失われたHPの合計分、あなたのHPの現在値および上限が増大する。,,,,PE-アバドンの顎,,1,3
LM-渇いた魂,LM,シナリオクラフト専用,渇いた魂,カワイタタマシイ,常時,—,自動成功,自身,至近,飢餓,あなたが通常のそれよりも遥かに強い飢餓感に苛まれていることを表わすEロイス。それが失ったものへの二度と得られぬ後悔なのか、決して手に入らない虚妄の理想への執着なのか。わかっていることは、それを満たしてくれるのが、いまだ人間にしがみつくダブルクロスとの戦いであるということだけ。,シナリオクラフトプレイにおいてあなたがクライマックスフェイズに発生させるダメージロールに+[ミドルフェイズのシーン数]する。,,,,PE-渇いた魂,,1,3
LM-暴食の胃袋,LM,一般,暴食の胃袋,ホウショクノイフクロ,オートアクション,—,自動成功,効果参照,視界,飢餓,世界そのものを喰い、己の内部へと取り込むEロイス。あなたは、己よりも巨大な物や空間すらも喰らうことができる。,このEロイスが使用されると、あなたの体内がシーンの舞台となる。周囲の様相は一変してもよいし、表向き、目に見える風景は変わらないものとしてもよい。いずれにせよ、そこはあなたの胃袋、あるいはあなたの精神世界の片隅なのだ。なお、使用された時点でシーンは一度切り替わってもよいし、そのまま持続してもよい。シーンに登場している、あなたを除くキャラクターは、あなたに対する攻撃の判定ダイスが常に2個減少する。また、各ラウンドのクリンナッププロセスに1D点のHPダメージを受ける。あなたが一度でも戦闘不能になると、このEロイスは解除される。,,,,,,0,3
LM-餓鬼の晩餐,LM,一般,餓鬼の晩餐,カキノハンサン,常時,—,自動成功,自身,至近,飢餓,あなたが体内に取り込んだ対象を効率的に消化し、その生命エネルギを己のものとして蓄えるためのEロイス。あなたにとって、あらゆる知的生命は、自身の飢えを満たす食料であり、捕食行動のためのエネルギー源でしかない。,Eロイス《飢えの淵》の効果に、「あなたの最大HPと現在HPに+50する」という一文を追加する。複数の《飢えの淵》を使用した場合、効果は累積する。,,,,,LM-飢えの淵,0,3
LM-殺戮衝動,LM,一般,殺戮衝動,サツリクショウトウ,セットアッププロセス,—,自動成功,シーン,視界,殺戮,あなたによって打ち倒された者が、遠からず逃れ得ぬ死を迎えることを表わすEロイス。あなたは犠牲者を生かしたままにしておくような生易しい真似などしない。いや、手加減などしようにもできはしないのだ。向かうところすべてに死を振りまき、世界を無数の墓標で埋め尽くすことこそが、あなたの抑えがたき衝動なのだから。,そのシーンの間、クリンナッププロセスの時点で戦闘不能のキャラクターは自動的に死亡する。,,,,上級-殺戮衝動,,0,4
LM-惨劇の輪廻,LM,一般,惨劇の輪廻,サンケキノリンネ,イニシアチブプロセス,—,自動成功,自身,至近,殺戮,あなたの飽くなき殺戮への欲求が、他者を殺害せしめることで、さらなる凶行を生む力となることを表わすEロイス。ひとつの死がもたらす充足感は、しかし決してあなたの心に平穏を呼びはせず、次なる殺害衝動を燃え立たせる薪となる。終わりなき殺戮の宴を永遠に繰り返すことこそが、あなたの望む世界の姿なのだ。,シーン内の誰かが戦闘不能である場合のみ宣言できる。あなたはイニシアチブプロセスでメインプロセスを行なえる。このメインプロセスは行動済みでも行なえ、行なっても行動済みにならない。ただし、このメインプロセスでは、他のキャラクターに「とどめを刺す」以外の行動は行なえない。,,,,上級-惨劇の輪廻,,0,4
LM-流血のカスケード,LM,シナリオクラフト専用,流血のカスケード,リュウケツノカスケート,常時,—,自動成功,自身,至近,殺戮,殺しは、流水階段(カスケード)に似ている。それはとめどなく新しい血を求め続け、果てしなく流れ続けるものだ。ひとり殺せばまたひとり。殺戮の流水は止まることがない。あなたの殺戮衝動が伝染することで、事件解決が困難になることを表わすEロイス。あなたを追う者たちの戦いは別の血を戦いを呼び、それだけ事件解決を遅くする。,シナリオクラフトプレイにおいて、エネミーチャートによる戦闘が終了するたびに、現在のプライズポイントが1点減少する(最低1)。,,,,PE-流血のカスケード,,1,4
LM-屍の玉座,LM,シナリオクラフト専用,屍の玉座,シカハネノキョクサ,常時,—,自動成功,自身,至近,殺戮,殺せば殺すほど、屍の山を積み上げれば積み上げるほど、あなたの殺戮への衝動はさらに積み上がる。殺戮は魔性の美酒のようなものだ。飲んでも飲んでもあなたを満足させることはないが、しかしそのたびごとにあなたを酔わせていく。積み上げた屍があなたを強くすることを表わすEロイス。,シナリオクラフトプレイにおいてなたがキャラクターを死亡させた場合、そのシーン中にあなたが行なう攻撃のダメージに+1Dする。この効果は重複しない。加えて、あなたはキャラクターを戦闘不能にするたびに、2D点のHPを回復させることができる。こちらの効果は重複する。,,,,PE-屍の玉座,,1,4
LM-虐殺機関,LM,一般,虐殺機関,キャクサツキカン,メジャーアクション,—,自動成功,効果参照,視界,殺戮,人々を殺戮衝動に駆り立て、共同体ひとつを抹殺するEロイス。,このEロイスを使用するとき、共同体をひとつ指定すること。それは「N市」や「UGN」といった組織から、「某Z国」のように国家でも構わない。対象となった共同体は、そのシナリオのエンディングフェイズで壊滅する(実行するのは「軍の特殊部隊」や「とある覇権国家」など、GMの任意)。このEロイスの対象となるのは組織や都市といった巨大なくくりであり、特定の個人を狙って殺害することはできない。PCは巻き込まれたとしても直接的な被害は受けず、GMはNPCの“生き残り”を自由に決めてよい。あなたが戦闘不能になった、あるいはGMが設定した条件を満たした場合、このEロイスの効果は自動的に解除される。,,,,,,0,4
LM-殺刃圈,LM,一般,殺刃圈,サツシンケン,セットアッププロセス,—,自動成功,効果参照,視界,殺戮,あなたの内に渦巻く殺意を解放し、生あるものを討ち滅ぼす結界を構築するEロイス。この刃は無慈悲、かつ無差別であり、あなたの意よりも早く反応して生命体を殺傷する。あなたが赴く先には、何もかもが死に絶えた荒野だけが広がるだろう。,このEロイスが使用されると、以後クリンナッププロセスごとに、あなた以外のそのシーンに登場しているキャラクターは2D点のHPダメージを受ける。なお、このダメージでとどめを刺すことはできないものとする。この効果はシーン終了まで持続する。,,,,,,0,4
LM-砕け散る絆,LM,一般,砕け散る絆,クタケチルキスナ,メジャーアクション,—,自動成功,単体,視界,破壊,人と人との絆そのものを破壊するEロイス。ジャームとは本質的に他者との結び付きを持てない存在である。そんなあなたにとって、他者のそれなどただ目障りなだけの見世物に過ぎない。価値が見出せるとしたら、それを無惨に打ち砕いた時の快感だけだ。,対象が持っているロイスひとつを消去する。どのロイスが消去されるかはGMが決定すること。対象はロイス欄から指定されたロイスを消すこと。また、GMが任意に設定した条件を達成するまで同じ人物に対するロイスを再取得できず、他のロイスで空欄を埋めることもできない。ロイスが消去されたことによる影響はGMが決定すること(対象から、消去されたロイスに関する記憶が無くなるなど)。Dロイスを消去した場合、その効果を受けられないとしてもよい。,,,,上級-砕け散る絆,,0,5
LM-破壊神顕現,LM,一般,破壊神顕現,ハカイシンケンケン,メジャーアクション,—,自動成功,効果参照,視界,破壊,すべてを破壊したいと願うイメージを強大なる力へと変え、ありとあらゆるものを破壊するEロイス。あなたこそは思うがままに世界を砕き、その姿を変貌させる破壊神である。,建造物、地形、町、大陸、天体など、あなたが望むものひとつを完全に破壊する。破壊の規模が広範囲におよぶものでもよい。具体的な効果はGMが決定するが、この効果でキャラクターにダメージやバッドステータスを与えることはできない。また、外面はそのままで内部だけ破壊する、範囲内に存在する特定のものだけ破壊するなど、特殊な形で破壊が起こるものとしてもよいし、完全な破壊までにタイムリミットを設けてもよい。,,,,上級-破壊神顕現,,0,5
LM-破壊の連鎖,LM,シナリオクラフト専用,破壊の連鎖,ハカイノレンサ,オートアクション,—,自動成功,自身,至近,破壊,破壊する。それは究極の自由だ。しがらみ、良心、善意、ためらい、優しさ。そんなものをすべて破壊したところに、あなたの持つ自由がある。そしてその破壊は、あなたの影響力のおよぶところ無限に連鎖し、破壊を続ける。あなたによってもたらされた破壊、すなわち戦闘があまりにも壮絶な破壊をもたらすために、そこから何かを得ることが困難であることを表わすEロイス。,シナリオクラフトプレイにおいて、戦闘が発生した瞬間に使用する。そのシーンでは戦闘の結果にかかわらずプライズポイントが得られない。このEロイスはあなたがシーンに登場していなくても使用できる。,,,,PE-破壊の連鎖,,1,5
LM-砕け散る蒼穹,LM,シナリオクラフト専用,砕け散る蒼穹,クタケチルソウキュウ,常時,—,自動成功,効果参照,効果参照,破壊,究極の破壊とは何だろう。それは、自己以外のまったき否定に他ならない。他者、都市、それどころか認識できる世界のすべて。ダークマターさえ残らぬ完全な無こそ、あなたが欲する究極の破壊だ。あなたが破壊を求め、それによって万物を破壊する力を備えていることを表わすEロイス。,シナリオクラフトプレイにおいて、あなたがエンディングフェイズまで生存していた場合、そのステージは消滅する。詳細はGMが決定すること。また、その強固な破壊衝動によって、あなたが行なう攻撃のダメージに常に+1Dする。,,,,PE-砕け散る蒼穹,,1,5
LM-悪意の爆発,LM,一般,悪意の爆発,アクイノハクハツ,オートアクション,—,自動成功,シーン,視界,破壊,心に秘めた破壊衝動を、己の死と共に解放し、大規模な破壊を引き起こすEロイス。,あなたが戦闘不能になった際に使用する。そのシーンに登場しているキャラクターすべてに3D点のHPダメージを与える。このダメージに対して、ガード以外のリアクションはできない。カバーリングは可能であるものとする。エキストラは、カバーリングされない限り、自動的に死亡する。このEロイスを使用すると、あなたは即座に死亡する。複数の《悪意の爆発》を取得していた場合、そのすべてが同時に起動する。ダメージロールは一括して行なうこと。たとえば、3個の《悪意の爆発》が使用された場合、9D点のダメージロールを行ない、その結果を全員に適用する。,,,,,,0,5
LM-システムダウン,LM,一般,システムダウン,システムタウン,セットアッププロセス,〈意志〉,対決,シーン(選択),視界,破壊,レネゲイドウィルスの働きすらも、あなたの妄執によって一時的に作用を狂わせ破壊するEロイス。あなたの破壊の意志と力には、レネゲイドウィルスすらも恐怖することだろう。,このEロイスを使用する際、タイミングをひとつ指定し、対象と〈意志〉による対決を行なうこと。敗北した対象は、そのラウンドの間、指定したタイミングのエフェクトは一切使用することができなくなる。ただし、「タイミング:常時」と「タイミング:メジャーアクション」を指定することはできない。この効果はタイタスを昇華することで解除できる。,,,,,,0,5
LM-加虐の宴,LM,一般,加虐の宴,カキャクノウタケ,メジャーアクション,—,自動成功,単体,至近,加虐,他者の肉体を変質させ、生きた爆弾へと変えてしまうEロイス。できる限りの痛みと苦しみ、そして凄惨な死をもたらしたいというドス黒い衝動が発現させた効果であり、あなたはこれによって目標だけでなく、その周囲の人々をも無差別に巻き込むことに躊躇がない。,そのシナリオ中に対象が戦闘不能になった場合、対象とエンゲージしているすべてのキャラクターに5D点のダメージを与える。この効果の後、対象は自動的に死亡する。あなたはこのダメージを受けない。あなたが死亡した場合、この効果は解除される。また、それ以外にも上記の効果を解除できる条件をGMが設定してもよい。,,,,上級-加虐の宴,,0,6
LM-絶対の枷,LM,一般,絶対の枷,セッタイノカセ,メジャーアクション,—,自動成功,単体,視界,加虐,相手の精神と肉体に強烈な負荷をかけ、絶対遵守の誓約を強制的に結ばせるEロイス。他者をその意に沿わない命令に無理矢理服従させたいという衝動が源となったものであり、それゆえに誓約を破れないのではなく、破ると死ぬという、より一層残酷な形で発現するのだ。,エキストラまたは非オーヴァードのみ対象にできる。「あなたを攻撃してはならない」「秘密を口外してはならない」など、対象にひとつ誓約を結ばせる。対象がその誓約を破った場合、即座に死亡する。どこまでが破ったことに該当するのかはGMが判断すること。この効果を解除する方法はGMが任意に決定する。この効果はそのシナリオの間持続する。,,,,上級-絶対の枷,,0,6
LM-サディズム幻想,LM,シナリオクラフト専用,サディズム幻想,サティスムケンソウ,常時,—,自動成功,効果参照,効果参照,加虐,戦いを通して人はわかり合える、とわけしり顔に言う者がいる。そんなものは幻想だ。加虐を通して伝えられるのはただ、悪意と苦痛でしかない。だがそれであなたには十分だ。あなたが伝えたいこと、わからせたいことはそれしかないのだから。あなたの加虐衝動が他者に伝染することを表わすEロイス。,シナリオクラフトプレイにおいて白兵攻撃もしくは射撃攻撃を行なったすべてのキャラクターは、そのたびに侵蝕率を1点上昇させる。ただし、この効果は1シーンに1回しか適用されない。この効果によって、非オーヴァードがオーヴァードに覚醒することもありえる。詳しくはGMが決定せよ。,,,,PE-サディズム幻想,,1,6
LM-血飛沫の結末,LM,シナリオクラフト専用,血飛沫の結末,チシフキノケツマツ,オートアクション,—,自動成功,効果参照,効果参照,加虐,あなたが恐怖と加虐によって、直接的、あるいは間接的に人々を操っていることを表わすEロイス。あなたの際限のない加虐は人々を恐怖させ、その恐怖こそが平穏を乱す力となるのだ。そして恐怖に突き動かされた人々がさらなる暴力によって血飛沫を上げる時、あなたの心は悦楽に満たされる。,シナリオクラフトプレイにおいて、イベントチャートを振った直後に使用する。そのチャートの効果に加えて、エネミーチャートを振り、戦闘を発生させる。もともとエネミーチャートを振るように指示されていた場合、エネミーチャートを2回振って両方の効果を適用する。この効果で登場したエネミーが行なう攻撃のダメージに+1Dする。このEロイスはあなたがシーンに登場していなくても使用できる。,,,,PE-血飛沫の結末,,1,6
LM-苦痛のこだま,LM,一般,苦痛のこだま,クツウノコタマ,オートアクション,〈意志〉,対決,シーン(選択),視界,加虐,自身が打ち倒された際に受けた苦痛を増幅して周囲にもまき散らすEロイス。周囲が受けた苦しみは、あなたの心と身体を癒やす糧となり、再び立ち上がる力となる。人が苦しむほど、苦痛にのたうちまわるほど、あなたは生きる歓びに打ち震えるのだ。,あなたが戦闘不能になった際に使用する。あなたは対象と〈意志〉による対決を行なうこと。あなたに敗北したキャラクターは、1D点のHPダメージを受ける。ひとりでもダメージを受けたキャラクターがいた場合、あなたは即座に戦闘不能から回復する。その際、HPは「ダメージを受けたキャラクターの数×10」点にまで回復する。,,,,,,0,6
LM-サディスティック10,LM,一般,サディスティック10,サティスティックテン,オートアクション,—,自動成功,自身,至近,加虐,あなたが人を傷つけることで高揚し、加速する人間であることを表わすEロイス。あなたにとって、他者とは、美しく無様な悲鳴を奏でるための肉楽器だ。そしてその楽器は、あなたという至上の奏者を得て初めて、妙なる音色を響かせる。,このEロイスは、あなたが行なったダメージロールの直後、10の出目がひとつ以上あった場合にのみ使用できる。「10の出目の数×10」点だけ、あなたのHPが回復する。たとえば、ダメージロールの結果、「10、10、7、4、1」という出目だった場合、10の目はふたつ出ているので、HPは2×10=20点回復するのだ。,,,,,,0,6
LM-定まりし殺意,LM,一般,定まりし殺意,サタマリシサツイ,オートアクション,—,自動成功,単体,視界,嫌悪,あなたへの思いを振り切った相手に、死をもって報復するという苛烈な意志を表わすEロイス。人があなたを拒絶するというなら、あなたもまた相手の全存在を、渾身の殺意をもって否定するまでだ。あなたを理解しない者、理解したつもりになった者、すべて平等にあなたには許せない。,対象が、あなたに対して取得したロイスをタイタスに変えた時に使用する。対象はそのメインプロセスの終了後、4D点のHPダメージを受ける。,,,,上級-定まりし殺意,,0,7
LM-否定の壁,LM,一般,否定の壁,ヒテイノカヘ,オートアクション,—,自動成功,単体,視界,嫌悪,妄念と呼べるほどに膨れあがった嫌悪の念によって、自身に向けられた強い感情を拒絶するEロイス。ジャームと化したあなたにとって、人とのつながりは触れたくも思い出したくもないものだ。そんなものが生み出すという力など、あなたには唾棄すべき茶番でしかない。,対象があなたへの攻撃に、タイタスを使用した時に使用する。その効果ひとつを打ち消す。打ち消せる効果はすなわち「クリティカル値を−1」「ダイスの数を+10個」「達成値を+1D」のいずれかとなる。このEロイスは、Sロイスをタイタスにしたものには効果を発揮しない。このEロイスはバックトラックと経験点の計算の際、ひとつにつき2個分のEロイスとして計算する。,,,,上級-否定の壁,,0,7
LM-おぞましき認識,LM,シナリオクラフト専用,おぞましき認識,オソマシキニンシキ,オートアクション,—,自動成功,効果参照,効果参照,嫌悪,あなたは世界のすべてを嫌悪している。他の人にとって何でもない微笑ましい日常や日々の語らい、それどころかあなたの部下がUGNを襲撃するその作戦すら、本質的には嫌悪の対象なのだ。その嫌悪が識域下のエフェクトや未知の作用となって、世界を悪い方向へと導くことを表わすEロイス。,シナリオクラフトプレイにおいて、イベントチャートを決定した後に使用する。そのイベントの内容はそのままに、トラップイベントだったことにすることができる。この効果によって発生したトラップの解除難易度は+1Dされる。このダイスはあなたが振ること。このEロイスはあなたがシーンに登場していなくても使用できる。,,,,PE-おぞましき認識,,1,7
LM-万物嫌悪,LM,シナリオクラフト専用,万物嫌悪,ハンフツケンオ,オートアクション,—,自動成功,効果参照,効果参照,嫌悪,あなたの他者を嫌悪する感情が、そのまま世界に広がっていき、さらなる不和の種を蒔くことを表わすEロイス。嫌悪された者はその不快感を無意識に他人にまき散らし、他人の小さな行動をまた嫌悪する。そしてその連鎖の醜さを見て、あなたはやはり人間というのは好意を抱くに値しないのだと考える。,シナリオクラフトプレイにおいて、イベントチャートを振る直前に使用する。そのイベントを、[ヒロインがシーンプレイヤーに嫌悪感をあらわにする]に変更する。これはトラップとして扱い、解除難易度は+1Dされる。具体的なイベントの内容そのものは、一般的なシリオクラフトのイベント同様にGMとプレイヤーが話し合って決定すること。このEロイスはあなたがシーンに登場していなくても使用できる。,,,,PE-万物嫌悪,,1,7
