id,supplement,category,type,name,ruby,maxlv,maxlv_int,timing,skill,dfclty,target,rng,encroach,encroach_int,restrict,premise,flavor,effect,ref_weapon_id,ref_armor_id,ref_faq_id,ref_info_id,update,other_ver_id,rel_power_id,rel_weapon_id,rel_armor_id,rel_vehicle_id,rel_connection_id,rel_general_id,rel_dlois_id,type_restrict_order
EA-マグネットチェイン,EA,ブラックドッグ,一般,マグネットチェイン,マクネットチェイン,1,1,オートアクション,—,自動成功,自身,至近,4,4,リミット,《磁力結界》,磁力の鎖により、どのような攻撃でも防ぐエフェクト。,《磁力結界》の直前に使用することで、「ガードを行なえない」「リアクションを行なえない」効果を持つ攻撃に対してもガードを行なえる。このエフェクトは1シナリオに1回まで使用できる。,,,,,,,EA-磁力結界,,,,,,,6
EA-アンテナモジュール,EA,ブラックドッグ,イージー,アンテナモジュール,アンテナモシュール,1,1,常時,—,自動成功,自身,至近,—,0,—,,あなたの体には通信用の強力な電波アンテナが仕込まれている。たとえあなたが人類の文化圏から遠く離れた局地にいたとしても、通信機器を使うのにまったく支障はない。また、あなたはこの機能を自らの意志で弱めたり、切断することができる。,,,,,,,,,,,,,,,50
EA-シークレットポケット,EA,ブラックドッグ,イージー,シークレットポケット,シークレットホケット,10,10,常時,—,自動成功,自身,至近,—,0,—,,身体のどこかに小さなものを隠しておけるエフェクト。「種別:その他」のアイテムを、LV個まで隠しておくことができる。もし誰かが隠しているものを見つけようとした場合、〈知覚〉同士による対決を行なうこと。また、GMはそのアイテムが適切でないと判断したなら、隠せないとしてもよい。,,,,,,,基本2-シークレットポケット,,,,,,,,50
EA-ショート,EA,ブラックドッグ,イージー,ショート,ショート,1,1,メジャーアクション,—,自動成功,効果参照,視界,—,0,—,,過電流によってコンピュータ端末やビデオカメラなど電源を必要とする機械をひとつ故障もしくは破壊するエフェクト。GMは必要と感じたなら、〈RC〉による判定を行なわせてもよい。,,,,,,,基本2-ショート,,,,,,,,50
EA-セキュリティカット,EA,ブラックドッグ,イージー,セキュリティカット,セキュリティカット,1,1,メジャーアクション,—,自動成功,効果参照,至近,1,1,—,,建物のセキュリティを切ったり、電子的に施錠されたロックを解除するエフェクト。GMは必要と感じたなら、〈知覚〉か〈RC〉(どちらを使用するかはプレイヤーが決定できる)による判定を行なわせてもよい。,,,,,,,基本2-セキュリティカット,,,,,,,,50
EA-タッピング&オンエア,EA,ブラックドッグ,イージー,タッピング&オンエア,タッヒンクオンエア,1,1,メジャーアクション,—,自動成功,効果参照,視界,1,1,—,,無線電波を傍受したり、逆に電波を放送して画像や音声などの情報を送受信するエフェクト。ケーブルに触れて有線で情報を送受信することもできる。GMは必要と感じたなら、〈知覚〉による判定を行なわせてもよい。,,,,,,,基本2-タッピング&オンエア,,,,,,,,50
EA-電子使い,EA,ブラックドッグ,イージー,電子使い,テンシツカイ,1,1,メジャーアクション,—,自動成功,自身,至近,—,0,—,,電子機器なしで、手にしたDVD、ブルーレイ、ハードディスクなどの電磁記録媒体の情報を読み取ったり、逆に書き込むことのできるエフェクト。GMは必要と感じたなら、〈RC〉による判定を行なわせてもよい。,,,,,,,基本2-電子使い,,,,,,,,50
EA-電波障害,EA,ブラックドッグ,イージー,電波障害,テンハショウカイ,1,1,メジャーアクション,—,自動成功,シーン,視界,—,0,—,,電波をかく乱し、周囲の無線電波を使用した通信やレーダーを遮断するエフェクト。携帯電話、トランシーバー、無線LAN、短波通信、警察無線などは使用不能となり、一帯のレーダー網も無効化される。GMは必要と感じたなら、〈RC〉による判定を行なわせてもよい。,,,,,,,基本2-電波障害,,,,,,,,50
EA-人間発電機,EA,ブラックドッグ,イージー,人間発電機,ニンケンハツテンキ,1,1,メジャーアクション,—,自動成功,単体,至近,—,0,—,,体内の発電細胞をフル稼働させて、接触した機械に電力を供給するエフェクト。通電していない機械を動かすことができる。GMは必要と感じたなら、〈意志〉による判定を行なわせてもよい。,,,,,,,基本2-人間発電機,,,,,,,,50
EA-赤色の従者,EA,ブラム=ストーカー,一般,赤色の従者,アカイロノシュウシャ,5,5,メジャーアクション,—,自動成功,自身,至近,5,5,—,,従者を作るエフェクト。,従者をあなたと同じエンゲージに1体作り出す。従者はすべての能力値が3、最大HPが[LV×5+10]となる。あなたは1シーンに1体まで従者を作り出せ、従者はそのシーンの間、存在する。従者がシーンに存在する間、あなたが行なうあらゆる判定のダイスを−3個する。P14も参照すること。,,,44 46 48 49 53,0 1 2 3 4 5 6 7 8 9 10 11 12,,基本2-赤色の従者,EA-遠隔操作 EA-クロスアタック EA-クロススラッシュ EA-声なき者ども EA-蠱毒 EA-従者の疾駆 EA-赤河の従僕 EA-戦馬一体 EA-知恵あるもの EA-血の絆 EA-血の祝福 EA-血の戦馬 EA-不死者の人形 EA-護り手の主 EA-ライフブラッド EA-愚者の軍団 EA-従者吸収 EA-紅の猟兵 EA-意志なき者の舞い EA-忌まわしき砲弾 EA-かりそめの狩人 EA-かりそめの剣士 EA-かりそめの盾 EA-傷ふさぐ人形 EA-愚者の兵装 EA-コウモリの羽根 EA-再生する下僕 EA-サポートモード EA-支援する人形 EA-従者の呪い EA-盾なる人形 EA-怒涛のつぶて EA-ブロックモード EA-亡者の一撃 EA-闇夜の呪い EA-実体なき一撃 EA-万全なる使用人 EA-いつわりの生命 EA-最終舞踏 EA-災厄の呪い EA-身代わりの弾幕 EA-傷深き呪い EA-守護の跳躍 EA-怒涛の狩人 EA-サクリファイス EA-従者の目覚め EA-鮮赤の牙 EA-血色の蛇 LM-従者の行進,,,,,RU-従者爆発 RU-従者爆発II IA-レッドカーペット IA-従者爆発 IA-従者爆発II,上級-吸血鬼 上級-黄昏の支配者 LM-吸血鬼 LM-黄昏の支配者,0
EA-赫き剣,EA,ブラム=ストーカー,一般,赫き剣,アカキケン,5,5,マイナーアクション,—,自動成功,自身,至近,3,3,—,,血液から白兵戦用の武器を製作するエフェクト。形状はあなたの思いのままである。,使用時に[LV×2]以下の任意のHPを消費する。そのシーンの間、あなたは以下のデータの武器を作成し、装備する。,EA-赫き剣,,30,,IA,基本1-赫き剣 IA-赫き剣,EA-渇きの主 EA-血の祝福 EA-破壊の血,,,,,,,0
EA-赫き弾,EA,ブラム=ストーカー,一般,赫き弾,アカキタマ,5,5,メジャーアクション,〈射撃〉,対決,—,武器,2,2,—,,弾丸や矢に自分の血を塗り込めることによって、その武器を強化するエフェクト。,このエフェクトを組み合わせた射撃攻撃の攻撃力を+[LV×2]する。ただし、あなたは2点のHPを消費する。,,,,,,基本1-赫き弾,BC-追撃の魔弾,,,,,,,0
EA-赫き鎧,EA,ブラム=ストーカー,一般,赫き鎧,アカキヨロイ,5,5,マイナーアクション,—,自動成功,自身,至近,2,2,—,,血液から防具を製作するエフェクト。,使用時に[LV×3]以下の任意のHPを消費する。そのシーンの間、あなたは以下のデータの防具を作成し、装備する。その際、装備していた防具と交換できる。,,EA-赫き鎧,30,,IA,基本2-赫き鎧 IA-赫き鎧,BC-紅の騎行,,,,,,,0
EA-遠隔操作,EA,ブラム=ストーカー,一般,遠隔操作,エンカクソウサ,1,1,メジャーアクション,シンドローム,—,—,効果参照,3,3,—,,従者の体を操って、エフェクトを使用するエフェクト。,あなたの作り出した従者から1体を選択すること。このエフェクトと組み合わせて使用した、射程が至近のエフェクトは、あなたと同じエンゲージではなく、選択した従者と同じエンゲージのキャラクターを対象とする。,,,,,,IC-遠隔操作,EA-赤色の従者,,,,,,,0
EA-渇きの主,EA,ブラム=ストーカー,一般,渇きの主,カワキノアルシ,5,5,メジャーアクション,〈白兵〉,対決,単体,至近,4,4,—,,敵から水分を奪って回復するエフェクト。,このエフェクトを組み合わせた白兵攻撃では、対象の装甲値を無視してダメージを算出する。命中した場合、あなたのHPを[LV×4]点回復する。ただし、この攻撃は素手か《赫き剣》によるものでなければならない。,,,42 43,,,基本1-渇きの主,EA-赫き剣 IA-赫き剣 HR-朱色の大斧,基本1-素手 IA-素手,,,,,,0
EA-紅の刃,EA,ブラム=ストーカー,一般,紅の刃,クレナイノヤイハ,10,10,メジャーアクション,〈RC〉,対決,—,視界,1,1,—,,流れ出た血液を刃の形にして撃ちだし、攻撃するエフェクト。,「攻撃力:+[LV+1]」の射撃攻撃を行なう。,,,,,,基本2-紅の刃,,,,,,,,0
EA-クロスアタック,EA,ブラム=ストーカー,一般,クロスアタック,クロスアタック,5,5,メジャーアクション,シンドローム,対決,—,—,2,2,—,,従者に牽制攻撃を仕掛けさせるエフェクト。,このエフェクトはあなたが作成した従者がいなければ使用できない。あなたが作成した、未行動の従者1体を選択すること。選択した従者は行動済みとなる。このエフェクトを組み合わせた攻撃に対するドッジの判定のダイスを−[LV×2]個する。,,,,,,基本2-クロスアタック,EA-赤色の従者 EA-クロススラッシュ,,,,,IA-ブラッディクロス,,0
EA-クロススラッシュ,EA,ブラム=ストーカー,一般,クロススラッシュ,クロススラッシュ,3,3,メジャーアクション,《クロスアタック》,対決,—,—,2,2,—,,従者と自身で同時に攻撃を行なうエフェクト。,《クロスアタック》と組み合わせて使用する。このエフェクトを組み合わせた攻撃の攻撃力を+[LV×4]する。,,,,,,IC-クロススラッシュ,EA-赤色の従者 EA-クロスアタック,,,,,,,0
EA-血族,EA,ブラム=ストーカー,一般,血族,ケツソク,10,10,メジャーアクション,シンドローム,対決,—,—,1,1,—,,血を精密にコントロールし、より高度な力を発揮するエフェクト。,このエフェクトを組み合わせた攻撃の攻撃力を+LVする。,,,,,,基本1-血族,,,,,,,,0
EA-声なき者ども,EA,ブラム=ストーカー,一般,声なき者ども,コエナキモノトモ,3,3,常時,—,自動成功,自身,至近,—,0,—,,より多くの従者を作り出せるようになるエフェクト。,あなたが1シーンに作り出せる従者の数を+LVする。このエフェクトは侵蝕率でレベルアップしない。このエフェクトを取得した場合、侵蝕率基本値を+7する。,,,,,,基本2-声なき者ども,EA-赤色の従者 EA-蠱毒 EA-愚者の軍団,,,,,,,0
EA-蠱毒,EA,ブラム=ストーカー,一般,蠱毒,コトク,3,3,イニシアチブプロセス,—,自動成功,自身,至近,4,4,—,,従者を合成するエフェクト。,他エフェクトと組み合わせ不可。このエフェクトは従者を2体以上作り出していないと使用できない。あなたの作り出した従者を1体選択する。選択した従者は消滅し、あなたの作り出した別の従者1体は、そのシーンの間、最大HPと現在HPを+[LV×5]され、すべての判定のダイスが+5個される。,,,,,,IC-蠱毒,EA-赤色の従者 EA-声なき者ども,,,,,,,0
EA-死者の肉体,EA,ブラム=ストーカー,一般,死者の肉体,シシャノニクタイ,1,1,リアクション,〈意志〉,対決,自身,至近,1,1,—,,心臓の動きを一時的に止め、その攻撃を無効化するエフェクト。どんな攻撃も死人と化した体には通用しないのだ。,このエフェクトを組み合わせた判定で、あなたはドッジを行なえる。,,,,,,基本2-死者の肉体,,,,,,,,0
EA-死の紅,EA,ブラム=ストーカー,一般,死の紅,シノクレナイ,3,3,メジャーアクション,〈射撃〉,対決,—,武器,2,2,—,,矢や弾丸に付着させたあなたの血によって、対象の防具を弱めるエフェクト。,このエフェクトを組み合わせた射撃攻撃が対象に命中した場合、そのシーンの間、対象の装甲値を−[LV×3]する。ただし、あなたは3点のHPを消費する。,,,,,,基本2-死の紅,,,,,,,,0
EA-従者の疾駆,EA,ブラム=ストーカー,一般,従者の疾駆,シュウシャノシック,3,3,イニシアチブプロセス,—,自動成功,効果参照,視界,2,2,—,,従者を移動させるエフェクト。,他エフェクトと組み合わせ不可。あなたの作成した従者から1体を選択する。その従者は戦闘移動を行なう。この戦闘移動では離脱を行なえる。また、移動中に他のエンゲージに接触しても移動を終える必要はなく、封鎖の影響も受けない。このエフェクトは1シナリオにLV回まで使用できる。,,,19,,,IC-従者の疾駆,EA-赤色の従者,,,,,,,0
EA-主人への忠誠,EA,ブラム=ストーカー,一般,主人への忠誠,シュシンヘノチュウセイ,1,1,オートアクション,—,自動成功,効果参照,—,効果参照,,—,,特殊な従者を登場させるエフェクト。,他エフェクトと組み合わせ不可。シーンへの登場の際に使用する。あなたの代わりに、エキストラの従者を登場させる。通常通り、あなたの侵蝕率を上昇させること。従者はあなたと五感を共有し、会話もできるが、戦闘はできず、ダメージを受けると退場する。,,,,,,基本2-主人への忠誠,,,,,,,,0
EA-赤河の支配者,EA,ブラム=ストーカー,一般,赤河の支配者,セキカノシハイシャ,5,5,オートアクション,—,自動成功,自身,至近,2,2,—,,血液の流れをコントロールし、血を失わないようにするエフェクト。,あなたへのHPダメージが算出された直後に使用する。あなたが受ける(予定の)ダメージを−[1D+LV×2]点する。,,,,,,基本1-赤河の支配者,,,,,,IA-赤河の紅玉,,0
EA-赤河の従僕,EA,ブラム=ストーカー,一般,赤河の従僕,セキカノシュウホク,5,5,常時,—,自動成功,自身,至近,—,0,—,,より強い従者を作り出せるようになるエフェクト。,あなたが作り出す従者の能力値すべてを+LVする。このエフェクトは侵蝕率でレベルアップしない。このエフェクトを取得した場合、侵蝕率基本値を+3する。,,,,,,基本2-赤河の従僕,EA-赤色の従者,,,,,,,0
EA-鮮血の網,EA,ブラム=ストーカー,一般,鮮血の網,センケツノアミ,3,3,メジャーアクション,〈RC〉,対決,範囲(選択),視界,2,2,—,,みずからの血液で作った網によって敵を捕縛し、動きを封じるエフェクト。,射撃攻撃を行なう。命中した場合、対象にバッドステータスの硬直を与える。このエフェクトは1シーンにLV回まで使用できる。,,,,,,基本2-鮮血の網,,,,,,,,0
EA-鮮血の一撃,EA,ブラム=ストーカー,一般,鮮血の一撃,センケツノイチケキ,5,5,メジャーアクション,〈白兵〉,対決,—,武器,2,2,—,,流した血を操って、思わぬところから攻撃を行なうエフェクト。,このエフェクトを組み合わせた白兵攻撃のダイスを+[LV+1]個する。ただし、あなたは2点のHPを消費する。,,,,,,基本1-鮮血の一撃,,,,,,,,0
EA-鮮血の鎖,EA,ブラム=ストーカー,一般,鮮血の鎖,センケツノクサリ,1,1,メジャーアクション,〈RC〉,対決,単体,視界,4,4,—,,血を鎖のように変化させ、対象を縛るエフェクト。,射撃攻撃を行なう。命中した場合、対象が次に行なう判定のクリティカル値が+1される。このエフェクトを組み合わせた攻撃で、対象にHPダメージを与えることはできない。,,,,,,IC-鮮血の鎖,,,,,,,,0
EA-戦馬一体,EA,ブラム=ストーカー,一般,戦馬一体,センハイッタイ,5,5,セットアッププロセス,《血の戦馬》,自動成功,自身,至近,2,2,—,,従者を乗りこなすエフェクト。,《血の戦馬》と組み合わせて使用する。《血の戦馬》の効果中、あなたの装甲値を+[LV×2]し、あなたの戦闘移動の移動距離を+10mする。全力移動の移動距離も変更されることに注意すること。,,,,,,IC-戦馬一体,EA-赤色の従者 EA-血の戦馬,,,,,,,0
EA-血色の花嫁,EA,ブラム=ストーカー,一般,血色の花嫁,チイロノハナヨメ,1,1,セットアッププロセス,—,自動成功,単体,至近,3,3,—,,仲間の血を利用するエフェクト。,そのラウンドの間、あなたが使用したブラム=ストーカーのエフェクトで受ける「HPを消費する」の効果は、あなたの代わりに対象が受ける。対象はこの効果を拒否可能。,,,,,,,RW-紅のベーゼ,,,,,,,0
EA-知恵あるもの,EA,ブラム=ストーカー,一般,知恵あるもの,チエアルモノ,1,1,常時,—,自動成功,自身,至近,—,0,—,,あなたの従者がアイテムを使いこなせることを表わすエフェクト。,あなたが作り出す従者は、従者専用アイテム以外のアイテムも装備、使用できる。このエフェクトは侵蝕率でレベルアップしない。このエフェクトを取得した場合、侵蝕率基本値を+3する。,,,53,,,基本2-知恵あるもの,EA-赤色の従者,,,,,,,0
EA-血霧の盾,EA,ブラム=ストーカー,一般,血霧の盾,チキリノタテ,3,3,リアクション,効果参照,対決,—,—,1,1,—,,血を霧のように漂わせ、視界を遮るエフェクト。,このエフェクトはドッジの判定と組み合わせることができる。組み合わせた判定のクリティカル値を−1(下限値6)する。ただし、あなたは5点のHPを消費する。このエフェクトは1シナリオにLV回まで使用できる。,,,,,,IC-血霧の盾,,,,,,,,0
EA-血の宴,EA,ブラム=ストーカー,一般,血の宴,チノウタケ,3,3,メジャーアクション,シンドローム,対決,範囲(選択),—,3,3,—,,血を拡散させて、攻撃範囲を広げるエフェクト。,このエフェクトを組み合わせた攻撃の対象を範囲(選択)に変更する。このエフェクトは1シナリオにLV回まで使用できる。,,,,,,基本1-血の宴,EA-殺戮領域,IA-マサカーズエッジ,,,,,,0
EA-血の絆,EA,ブラム=ストーカー,一般,血の絆,チノキスナ,3,3,メジャーアクション,—,自動成功,自身,至近,3,3,—,,従者を長時間、維持するエフェクト。,《赤色の従者》と組み合わせて使用する。その《赤色の従者》で作り出す従者は、シナリオの終了時まで存在する。このエフェクトは1シナリオにLV回まで使用できる。,,,47,,,基本2-血の絆,EA-赤色の従者 EA-血色の蛇,,,,,,,0
EA-血の楔,EA,ブラム=ストーカー,一般,血の楔,チノクサヒ,5,5,メジャーアクション,〈RC〉,対決,単体,至近,1,1,—,,血液を敵の体内に撃ち込み、動きを止めるエフェクト。,射撃攻撃を行なう。命中した場合、そのラウンドの間対象の戦闘移動の移動距離を−[LV×2]する(最低0)。全力移動の移動距離も変更されることに注意すること。,,,,,,基本2-血の楔,,,,,,,,0
EA-血の祝福,EA,ブラム=ストーカー,一般,血の祝福,チノシュクフク,3,3,マイナーアクション,—,自動成功,自身,至近,2,2,—,,従者を変形させて、武器を強化するエフェクト。,あなたの作り出した従者を1体選択する。選択した従者は消滅し、そのシーンの間、あなたの素手および《赫き剣》で作成する武器の攻撃力を+[LV×3]する。,,,,,,IC-血の祝福,EA-赤色の従者 EA-赫き剣 IA-赫き剣,基本1-素手 IA-素手,,,,,,0
EA-血の戦馬,EA,ブラム=ストーカー,一般,血の戦馬,チノセンハ,1,1,セットアッププロセス,—,自動成功,自身,至近,3,3,—,,従者に乗り、その力を自分のものとするエフェクト。,あなたの作り出した従者を1体選択すること。選択した従者は消滅し、そのシーンの間、あなたは取得している「制限:従者専用」のエフェクトを自分で使用できる。,,,50 51 52,,,基本2-血の戦馬,EA-赤色の従者 EA-愚者の兵装 EA-戦馬一体,,,,,,,0
EA-封印の呪,EA,ブラム=ストーカー,一般,封印の呪,フウインノシュ,3,3,メジャーアクション,シンドローム,対決,—,視界,2,2,—,,血液を敵の体内に撃ち込み、動きを止めるエフェクト。,このエフェクトを組み合わせた攻撃が命中した場合、対象が次に行なう判定のクリティカル値を+1する。このエフェクトは1シナリオにLV回まで使用できる。,,,,,,基本2-封印の呪,,,,,,,,0
EA-不死者の恩寵,EA,ブラム=ストーカー,一般,不死者の恩寵,フシシャノオンチョウ,3,3,クリンナッププロセス,—,自動成功,自身,至近,5,5,—,,血液中の血小板や白血球を傷口に集中させ、傷を治すエフェクト。,あなたのHPを[(LV+2)D+【肉体】]点回復する。戦闘中ではない場合、このエフェクトは1シーンに1回まで使用できる。,,,,,,基本1-不死者の恩寵,HR-無限の血肉,,,,,,,0
EA-不死者の人形,EA,ブラム=ストーカー,一般,不死者の人形,フシシャノニンキョウ,1,1,メジャーアクション,—,自動成功,自身,至近,1,1,—,,従者を、変身させるエフェクト。,《赤色の従者》と組み合わせて使用する。人物をひとり選択すること。あなたが作り出す従者は声や姿形、くせに至るまで元になった人物と酷似している。もし誰かがこの従者の変身を見破ろうとした場合、従者の〈知覚〉と、見破ろうとするものの〈知覚〉による対決を行なうこと。,,,,,,基本2-不死者の人形,EA-赤色の従者,,,,,,,0
EA-ブラッドウェブ,EA,ブラム=ストーカー,一般,ブラッドウェブ,フラットウェフ,5,5,メジャーアクション,〈RC〉,対決,単体,視界,3,3,—,,血を網のように組み上げて投げつけるエフェクト。,射撃攻撃を行なう。命中した場合、そのラウンドの間、対象は戦闘移動、全力移動、ドッジを行なうたびに、[LV×2]点のHPダメージを受ける。,,,,,,IC-ブラッドウェブ,,,,,,,,0
EA-ブラッドコート,EA,ブラム=ストーカー,一般,ブラッドコート,フラットコート,5,5,セットアッププロセス,—,自動成功,自身,至近,2,2,—,,自らの血を操り、自分の身を護る血の盾をつくり出すエフェクト。血の盾はあなたの周囲を漂い、自動的に防御を行なう。,使用時にLV以下の任意のHPを消費する。そのラウンドの間、あなたの行なうガードのガード値を+[消費したHP×2]する。,,,30,,,,HR-ストレイトブラッド,,,,,,,0
EA-ブラッドコントロール,EA,ブラム=ストーカー,一般,ブラッドコントロール,フラットコントロール,5,5,マイナーアクション,—,自動成功,自身,至近,2,2,—,,血流をコントロールすることによって、より正確な動きを行なうエフェクト。,そのメインプロセス中に行なうブラム=ストーカーのエフェクトの判定のダイスを+LV個する。,,,,,,基本1-ブラッドコントロール,BC-赫き踊り手,,,,,,,0
EA-ブラッドボム,EA,ブラム=ストーカー,一般,ブラッドボム,フラットホム,3,3,メジャーアクション,シンドローム,対決,—,—,1,1,—,,あなたの血を敵の体内で暴れさせるエフェクト。,このエフェクトを組み合わせた攻撃で1点でもHPダメージを与えた場合、さらに対象はHPを[LV−1(最低1)]D点失う。ただし、このエフェクトで対象が失ったHPと同じだけ、あなたはHPを失う。,,,28,,,IC-ブラッドボム,,,,,,,,0
EA-抱擁,EA,ブラム=ストーカー,一般,抱擁,ホウヨウ,1,1,メジャーアクション,〈RC〉,自動成功,単体,至近,2,2,—,,あなたの血液を注入し、死者を復活させるエフェクト。,このエフェクトはオーヴァードには効果を適用しない。対象の死亡を回復し、HPを1まで回復する。ただし対象はオーヴァードとして覚醒する可能性がある。詳細はGMが決定すること。,,,,,,基本1-抱擁,,,,,,,,0
EA-滅びの一矢,EA,ブラム=ストーカー,一般,滅びの一矢,ホロヒノイッシ,5,5,メジャーアクション,〈射撃〉,対決,—,武器,2,2,—,,矢や弾丸にあなたの血を付着し、意のままに操るエフェクト。,このエフェクトを組み合わせた射撃攻撃のダイスを+[LV+1]個する。ただし、あなたは2点のHPを消費する。,,,,,,基本2-滅びの一矢,,,,,,,,0
EA-滅びのかぎ爪,EA,ブラム=ストーカー,一般,滅びのかぎ爪,ホロヒノカキツメ,10,10,マイナーアクション,—,自動成功,自身,至近,3,3,—,,血液を固め、巨大な爪を生み出すエフェクト。,そのシーンの間、あなたの素手のデータを以下のように変更する。この武器を使用して攻撃かガードを行なった場合、あなたはHPを4点失う。,EA-滅びのかぎ爪,,,,IA,IA-滅びのかぎ爪,,基本1-素手 IA-素手,,,,,,0
EA-護り手の主,EA,ブラム=ストーカー,一般,護り手の主,マモリテノアルシ,1,1,オートアクション,—,自動成功,単体,視界,4,4,—,,従者との身体的なつながりを作って、従者に与えられるダメージをあなたが肩代わりするエフェクト。,あなたの従者にHPダメージが適用される直前に使用する。そのダメージを対象ではなく、あなたに適用させる。このダメージはいかなる方法でも軽減できない。このエフェクトは1シナリオに1回まで使用できる。,,,,,,,EA-赤色の従者,,,,,,,0
EA-蝕む赤,EA,ブラム=ストーカー,一般,蝕む赤,ムシハムアカ,5,5,メジャーアクション,〈RC〉,対決,—,視界,1,1,—,,血液を敵の体内に撃ち込み、内部から破壊するエフェクト。,射撃攻撃を行なう。命中した場合、対象にバッドステータスの邪毒を与える。邪毒のランクはLVとする。,,,,,,基本2-蝕む赤,,,,,,,,0
EA-冥府の棺,EA,ブラム=ストーカー,一般,冥府の棺,メイフノヒツキ,1,1,オートアクション,—,自動成功,自身,至近,2,2,—,,わざと心臓を止め、仮死状態になることによって身体機能を再起動させるエフェクト。,重圧を受けていても使用可能。あなたがバッドステータスを受けた直後に使用する。暴走以外のバッドステータスをひとつ回復する。,,,,,,基本1-冥府の棺,,,,,,,,0
EA-ライフブラッド,EA,ブラム=ストーカー,一般,ライフブラッド,ライフフラット,5,5,常時,—,自動成功,自身,至近,—,0,—,,あなたの従者が、強い生命力を持っていることを表わすエフェクト。,あなたが作り出す従者の最大HPは+[LV×5]される。このエフェクトは侵蝕率でレベルアップしない。このエフェクトを取得した場合、侵蝕率基本値を+2する。,,,,,,基本2-ライフブラッド,EA-赤色の従者,,,,,,,0
EA-リモートブラッド,EA,ブラム=ストーカー,一般,リモートブラッド,リモートフラット,3,3,オートアクション,—,自動成功,単体,視界,2,2,—,,既に放った血を遠隔で操作するエフェクト。,あなたが使用したラウンドもしくはシーンの間持続するブラム=ストーカーのエフェクトの効果を受けている対象が、判定を行なった直後に使用する。その判定の達成値を−5する。このエフェクトは1シナリオにLV回まで使用できる。,,,,,,IC-リモートブラッド,,,,,,,,0
EA-災いの紅,EA,ブラム=ストーカー,一般,災いの紅,ワサワイノクレナイ,3,3,メジャーアクション,〈射撃〉,対決,—,武器,2,2,—,,矢や弾丸に付着させたあなたの血によって、対象の防御を制限するエフェクト。,このエフェクトを組み合わせた射撃攻撃で1点でもHPダメージを与えた場合、そのシーンの間、対象のガード値を−[LV×3]する。ただし、あなたは2点のHPを消費する。,,,,,,IC-災いの紅,,,,,,,,0
EA-生命吸収,EA,ブラム=ストーカー,一般,生命吸収,セイメイキュウシュウ,5,5,メジャーアクション,シンドローム,対決,単体,—,4,4,80%,,敵から生命力を直接奪い、攻撃と同時に回復を行なうエフェクト。,このエフェクトを組み合わせた攻撃で1点でもダメージを与えた場合、対象は[LV×3]点のHPを失う。また、これによって対象が失ったのと等しいHPをあなたは回復する。このエフェクトは1シナリオに3回まで使用できる。,,,,,,,,,,,,IA-生命の指輪,,1
EA-ブラッドバーン,EA,ブラム=ストーカー,一般,ブラッドバーン,フラットハーン,3,3,メジャーアクション,シンドローム,対決,—,—,4,4,80%,,全身の血液をエネルギーに変えて攻撃するエフェクト。,このエフェクトを組み合わせた攻撃の攻撃力を+[LV×4]する。ただし、あなたは5点のHPを消費する。,,,,,,基本1-ブラッドバーン,,,,,,,,1
EA-禍々しき血潮,EA,ブラム=ストーカー,一般,禍々しき血潮,マカマカシキチシオ,5,5,セットアッププロセス,—,自動成功,自身,至近,4,4,80%,,自身の血を劇薬に変化させることで、血液を利用した攻撃の威力を上昇させるエフェクト。,そのラウンドの間、あなたの行なうブラム=ストーカーのエフェクトを組み合わせた攻撃の攻撃力を+[LV×2]する。ただし、あなたは5点のHPを消費する。,,,,,,IC-禍々しき血潮,,,,,,,,1
EA-愚者の軍団,EA,ブラム=ストーカー,一般,愚者の軍団,クシャノクンタン,3,3,メジャーアクション,—,自動成功,自身,至近,5,5,100%,,瞬時に複数の従者を作り出すエフェクト。,このエフェクトの取得には《声なき者ども》が必要。《赤色の従者》と組み合わせて使用する。その《赤色の従者》で作り出す従者の数を+LV体する。ただし、作り出せる従者の最大数を超える数の従者を作り出すことはできない。,,,,,,基本2-愚者の軍団,EA-赤色の従者 EA-声なき者ども,,,,,,,2
EA-従者吸収,EA,ブラム=ストーカー,一般,従者吸収,シュウシャキュウシュウ,3,3,メジャーアクション,—,自動成功,自身,至近,7,7,100%,,従者を取り込んで、あなた自身を強化するエフェクト。,あなたの作り出した従者を1体選択する。選択した従者は消滅し、そのシーンの間、あなたの現在HPと最大HPは+[LV×10]される。,,,,,,IC-従者吸収,EA-赤色の従者,,,,,IA-生命の指輪,,2
EA-始祖の血統,EA,ブラム=ストーカー,一般,始祖の血統,シソノケットウ,3,3,メジャーアクション,シンドローム,—,—,—,4,4,100%,,より大量の血を攻撃に付与するエフェクト。,このエフェクトを組み合わせた判定のダイスを+[LV×2]個する。ただし、あなたは3点のHPを消費する。,,,,,,基本1-始祖の血統,,,,,,,,2
EA-不死不滅,EA,ブラム=ストーカー,一般,不死不滅,フシフメツ,3,3,オートアクション,—,自動成功,自身,至近,4D10,40,120%,,あなたが不死であることを表わすエフェクト。,重圧を受けていても使用可能。あなたが戦闘不能となった時に使用する。あなたは戦闘不能を回復し、HPを[LV×10]まで回復する。このエフェクトは1シナリオに1回まで使用できる。,,,,,,基本1-不死不滅,,,,,,,,3
