id,supplement,category,name,ruby,type,procure,procure_int,stock,stock_int,exp,exp_int,rec,flavor,effect,price,rec_effect,ref_weapon_id,ref_faq_id,ref_info_id,update,other_ver_id,rel_power_id,rel_weapon_id,rel_armor_id,rel_vehicle_id,rel_connection_id,rel_general_id,rel_dlois_id,type_order,cost_order
IA-炎氷球,IA,ユニークアイテム:サラマンダー,炎氷球,エンヒョウキュウ,一般,,,,,15,15,,あなたの扱うエフェクトに合わせて、炎と氷を発生させる球状の装置。野球のボール程度の大きさで、内部には高度な機構を内蔵している。,マイナーアクションで使用する。そのメインプロセスの間、あなたが行なうサラマンダーのエフェクトを組み合わせた〈RC〉判定のダイスに+4個する。この効果は1シーンに1回しか使用できない。,,,,,,,,,,,,,,,0,15
IA-マクスウェルプログラム,IA,ユニークアイテム:サラマンダー,マクスウェルプログラム,マクスウェルフロクラム,一般,,,,,15,15,,周囲に存在する分子の動きを観察し、それを数値化するプログラム。熱を自在にコントロールできるサラマンダーシンドロームの持ち主が活用することで、エネルギーの動き自体を操作できる。,あなたとエンゲージする対象がなんらかの判定を行なう直前に使用する。その判定のダイスに+3個か−3個する。この効果は1シナリオに3回まで使用できる。,,,,,,,IC-マクスウェルプログラム,,,,,,,,0,15
IA-悠久の氷石,IA,ユニークアイテム:サラマンダー,悠久の氷石,ユウキュウノヒョウセキ,一般,,,,,15,15,,雪と氷で作られた耳飾り。常温では溶けてしまうため、サラマンダーの能力によって形状を維持する必要がある。,あなたが使用する《氷雪の守護》は、ダメージをさらに−1Dする。,,,,,,,,EA-氷雪の守護,,,,,,,0,15
IA-氷の蛇,IA,ユニークアイテム:サラマンダー,氷の蛇,コオリノヘヒ,一般,,,,,20,20,,氷の身体を持つ蛇のような生物。あなたの意志を読み取り、近づく敵を凍りつかせる。,《蒼き悪魔》と同時に使用する。攻撃してきたキャラクターにさらにバッドステータスの硬直を与える。この効果は1シナリオに1回まで使用できる。,,,,,,,,EA-蒼き悪魔,,,,,,,0,20
IA-炎の鷹,IA,ユニークアイテム:サラマンダー,炎の鷹,ホノオノタカ,一般,,,,,20,20,,炎の身体を持つ鷹のような生物。あなたの意志を読み取り、攻撃とともに敵を襲う。,あなたが使用する《焦熱の弾丸》と同時に使用する。その攻撃の攻撃力に+7する。ただし、その攻撃の対象は単体から変更できない。この効果を適用するたび、あなたの侵蝕率に+2する。,,,,,,,,EA-焦熱の弾丸,,,,,,,0,20
IA-構造変質藥,IA,ユニークアイテム:サラマンダー,構造変質藥,コウソウヘンシツヤク,一般,,,,,25,25,,物体の構造を変容させ、温度変化に脆くさせる特殊な化学薬品。サラマンダーシンドロームの作り出す急激な温度差でしか効果を生かせない。,あなたが行なう《クロスバースト》を組み合わせた攻撃が命中した直後に使用する。その攻撃では対象の装甲値を0としてダメージを算出する。この効果は1シーンに1回まで使用できる。,,,,,,,IC-構造変質藥,EA-クロスバースト,,,,,,,0,25
IA-狂想の火種,IA,ユニークアイテム:サラマンダー,狂想の火種,キョウソウノヒタネ,一般,,,,,30,30,,絶えずその色を変え続ける熾火を宿した火種。この炎はサラマンダーの力を増幅するが、精神を汚染し狂気に陥らせる性質を帯びている。,あなたが使用する《極大消滅波》で与えるHPダメージに+5Dする。ただし、この効果の適用後、あなたはバッドステータスの暴走を受ける。,,,,,,,,EA-極大消滅波,,,,,,,0,30
IA-恐怖の心臓,IA,ユニークアイテム:ソラリス,恐怖の心臓,キョウフノシンソウ,一般,,,,,10,10,,恐怖を増幅するという漆黒の宝石。所有者のソラリスの力を増幅する効果を持った、EXレネゲイドに侵蝕された物品である。,あなたが行なう《絶対の恐怖》を組み合わせた攻撃の攻撃力に+5する。,,,,,,,,EA-絶対の恐怖,,,,,,,0,10
IA-戦士の杯,IA,ユニークアイテム:ソラリス,戦士の杯,センシノサカスキ,一般,,,,,15,15,,エフェクトで作り出した物質を高純度で服用するための杯。,あなたが行なう《アドレナリン》を組み合わせた白兵攻撃の攻撃力に+3する。その攻撃が“素手”によるものの場合、さらに+3する。,,,,,,,,EA-アドレナリン,IA-素手,,,,,,0,15
IA-秘蔵霊酒,IA,ユニークアイテム:ソラリス,秘蔵霊酒,ヒソウレイシュ,一般,,,,,15,15,,とある修道院の貯蔵庫に隠されていたとされる生命力を活性化させる薬草酒。,あなたが使用する《癒しの水》か《力の霊水》と同時に使用する。そのエフェクトの効果に+1Dする。この効果は1シナリオに3回まで使用できる。,,,,,,,,EA-癒しの水 EA-力の霊水,,,,,,,0,15
IA-レインボウファイアル,IA,ユニークアイテム:ソラリス,レインボウファイアル,レインホウファイアル,一般,,,,,15,15,,EXレネゲイドにより侵蝕を受けたガラスのフラスコ。周囲の薬品成分や人間の感情に合わせて色を変える。この色によって、適切な対応が可能となる。,マイナーアクションで使用する。そのシーンの間、次にあなたが使用するソラリスのエフェクトの侵蝕値に−1する(最低1)。複数のソラリスのエフェクトを組み合わせた場合、すべてに適用する。この効果は1シーンに1回まで使用できる。,,,,,,,,,,,,,,,0,15
IA-エインヘリアル,IA,ユニークアイテム:ソラリス,エインヘリアル,エインヘリアル,一般,,,,,20,20,,《戦乙女の導き》で生成される物質の効果を増幅する液体。その成分はアルコールに近い。,あなたが使用する《戦乙女の導き》による攻撃力の修正をさらに+5する(合計+10)。,,,,,,,,EA-戦乙女の導き,,,,,,,0,20
IA-シナプスブースタ,IA,ユニークアイテム:ソラリス,シナプスブースタ,シナフスフースタ,一般,,,,,20,20,,全身の神経系と筋肉を極限まで増強するドラッグ。ただしあまりにも反動が大きく、脳内物質を制御して痛覚を消せるソラリスシンドロームの持ち主にしか使用できない。,セットアッププロセスで使用する。そのラウンドの間、あなたが行なう【肉体】【精神】判定のダイスに+2個する。この効果を使用するたびに、あなたはHP3点を失う。この効果は1シーンに1回まで使用できる。,,,,,,,上級-シナプスブースタ,,,,,,,,0,20
IA-黒蝕火藥,IA,ユニークアイテム:ソラリス,黒蝕火藥,コクショクカヤク,一般,,,,,30,30,,EXレネゲイドによる侵蝕を受けた特殊な火薬。使用には繊細な成分調整が必要なためソラリスのオーヴァードでなければ使いこなせない。,〈RC〉によるソラリスのエフェクトを組み合わせた攻撃の攻撃力に+7することができる。この効果を適用するたび、あなたの侵蝕率に+1する。,,,,,,,,,,,,,,,0,30
IA-無の香炉,IA,ユニークアイテム:ソラリス,無の香炉,ムノコウロ,一般,,,,,30,30,,エフェクトで作り出した物質を知覚させなくする香炉。,あなたが行なうソラリスのエフェクトを組み合わせた攻撃と同時に使用する。その攻撃はリアクションを行なうことができなくなる。また、その攻撃にカバーリングを行なった場合、ガードを行なったものとしてダメージを算出できない。この効果は1シナリオに1回まで使用できる。,,,,,,,,,,,,,,,0,30
IA-妖の酒,IA,ユニークアイテム:ソラリス,妖の酒,アヤカシノサケ,一般,,,,,35,35,,レネゲイドビーイングが生み出した未知の成分が含まれた液体。瞬間的に強大な力を呼び起こすことができる。なお、酒と呼ばれているがアルコールは含まれていない。,あなたが使用する《さらなる力》と同時に使用する。その《さらなる力》の対象が次に行なうメジャーアクションの判定のクリティカル値に−1する(下限値6)。この効果は1シナリオに3回まで使用できる。,,,,,,,,EA-さらなる力,,,,,,,0,35
IA-ハーメルンの笛,IA,ユニークアイテム:ソラリス,ハーメルンの笛,ハーメルンノフエ,一般,,,,,40,40,,人々に病をもたらす奇妙なワーディング現象を引き起こす伝説の笛。,あなたが使用する《ワーディング》と同時に使用する。シーン内の任意のキャラクターに病を与える。そのシーンの間、その病となったキャラクターが行なうドッジの判定のクリティカル値に+1する。オーヴァードの場合、シーン終了とともに病は回復するが、それ以外の場合の持続については使用者が決定する。,,,,,,,上級-ハーメルンの笛,EA-ワーディング,,,,,,,0,40
IA-死毒の粉,IA,ユニークアイテム:ソラリス,死毒の粉,シトクノコナ,一般,,,,,100,100,,エフェクトの作用を高める特殊な薬品。標的が次に味わう攻撃は致命的なものとなるだろう。,セットアッププロセスに使用する。そのシーンの間、対象が次に受けるダメージに+10Dする。この効果は1シナリオに1回まで使用できる。レアアイテム。,,,,,,,,,,,,,,,0,100
IA-マッスルブースタ,IA,ユニークアイテム:ソラリス,マッスルブースタ,マッスルフースタ,使い捨て,,,,,10,10,,体内で生成した物質と合成することで、身体能力を増強する薬。肉体への負担が非常に重い劇薬となっている。,マイナーアクションで使用する。そのメインプロセスの間、あなたが行なう白兵攻撃のダメージに+2Dする。ただし、あなたはバッドステータスの邪毒を受ける。ランクは3となる。レアアイテム。,,,,,,,,,,,,,,,1,10
IA-ST-MAX,IA,ユニークアイテム:ソラリス,ST-MAX,STMAX,使い捨て,,,,,15,15,,特殊調合された筋力増強剤。自身の肉体に合わせた成分調整が必要なためソラリス以外は効果を得られない。,マイナーアクションで使用する。そのシーンの間、あなたの【肉体】に+3する。この効果で副能力値の再計算は行なわない。また、使用時にあなたの侵蝕率に+1Dする。,,,,,,,,,,,,,,,1,15
IA-ワンダーパフューム,IA,ユニークアイテム:ソラリス,ワンダーパフューム,ワンターハフューム,使い捨て,,,,,15,15,,嗅いだ者の精神の均衡を崩し、痛みに対して過敏にさせる香水。ソラリスが体内で作り出す化学物質と反応することで効果を表わす。,あなたが行なうソラリスのエフェクトを組み合わせた攻撃が命中した直後に使用する。その攻撃の攻撃力に+5する。,,,,,,,IC-ワンダーパフューム,,,,,,,,1,15
IA-生命の滴,IA,ユニークアイテム:ソラリス,生命の滴,セイメイノシスク,使い捨て,,,,,30,30,,EXレネゲイドに侵蝕された滴型の宝石。《捧げる生命》で作り出す液体の効果を、より純化させる。,《捧げる生命》と同時に使用する。その効果の対象の戦闘不能とバッドステータスをすべて回復する。戦闘不能だった場合、対象のHPは1となった後《捧げる生命》の効果で回復する。,,,,,,,,EA-捧げる生命,,,,,,,1,30
IA-原初の薔薇,IA,ユニークアイテム:ウロボロス,原初の薔薇,ケンショノハラ,一般,,,,,10,10,,ウロボロスシンドロームのオーヴァードと共鳴する色の無い薔薇。,あなたが《原初の~~》を1種類しか取得していない時のみ取得できる。あなたは同じ名前の《原初の~~》をもうひとつ、別のエフェクトを指定して取得できるようになる。ただし、他の《原初の~~》を取得できなくなる。,,,,,,,,EA-原初の青 EA-原初の赤 EA-原初の黄 EA-原初の緑 EA-原初の紫 EA-原初の白 EA-原初の黒 EA-原初の虚 UA-原初の虹 RU-原初の灰 UA-原初の汚濁,,,,,,,0,10
IA-色無き魔鏡,IA,ユニークアイテム:ウロボロス,色無き魔鏡,イロナキマキョウ,一般,,,,,20,20,,EXレネゲイドに感染した小型の鏡。虹色の輝きを放ち、いかなる場所、たとえ完全な闇の中であろうとも影を作ることができる。生み出された影は敵対者を束縛する。,あなたがウロボロスのエフェクトを使用した射撃攻撃を行なう直前に使用する。その攻撃で1点でもダメージを与えた場合、攻撃の対象にバッドステータスの硬直を与える。この効果を使用するたびに、あなたはHP4点を失う。この効果は1シナリオに3回まで使用できる。,,,,,,,IC-色無き魔鏡,,,,,,,,0,20
IA-影の獣,IA,ユニークアイテム:ウロボロス,影の獣,カケノケモノ,一般,,,,,20,20,,あなたに従う、影のみで存在する獰猛な獣。この獣はあなたが知恵深きものであるほど大きく強大になる。普段はあなたの影の中に隠れている。,あなたが行なう《飢えし影》を組み合わせた攻撃のダメージに+【精神】する。,,,,,,,,EA-飢えし影,,,,,,,0,20
IA-シャドウリング,IA,ユニークアイテム:ウロボロス,シャドウリング,シャトウリンク,一般,,,,,20,20,,ウロボロスの影の中に共生する小さな影の姿をしたレネゲイドビーイング。いたずら好きで、共生者に対しても時折反抗的な態度を見せる。,あなたは《無形の影》を1ラウンドに2回まで使用できるようになる。ただし、あなたは《無形の影》を使用するたび3点のHPを消費するようになる。,,,,,,,,EA-無形の影,,,,,,,0,20
IA-シンボライズカード,IA,ユニークアイテム:ウロボロス,シンボライズカード,シンホライスカート,一般,,,,,25,25,,幾多の偶然を経てウロボロス能力者の手に辿り着くという、古ぼけたカード。持ち主が操る影は、そこに描かれたものが暗示する姿をとり、特異な能力を発揮する。,セットアッププロセスに使用する。そのシーンの間、「技能:〈RC〉」のウロボロスのエフェクトを使用した判定のダイスに+1個し、それが攻撃の場合、攻撃力に+3する。レアアイテム。,,,,,,,IC-シンボライズカード,,,,,,,,0,25
IA-贄の心臓,IA,ユニークアイテム:ウロボロス,贄の心臓,ニエノシンソウ,一般,,,,,25,25,,レネゲイドを吸収して輝きを増していく宝石。活性化することで発生したエネルギーは、所有者の力となる。,《喰らわれし贄》の効果中、あなたが行なう攻撃の判定のダイスに+3個する。ただし、あなたが使用する《喰らわれし贄》の侵蝕値に+1する。,,,,,,,,EA-喰らわれし贄,,,,,,,0,25
IA-破滅の円環,IA,ユニークアイテム:ウロボロス,破滅の円環,ハメツノエンカン,一般,,,,,30,30,,EXレネゲイドに侵蝕された銀の円盤。所有者のレネゲイドへの干渉力を高める。,あなたが使用する《裏切りの真名》と同時に使用する。その《裏切りの真名》を「対象:単体」に変更し、ダメージに+5Dする。,,,,,,,,EA-裏切りの真名,,,,,,,0,30
IA-真影の指輪,IA,ユニークアイテム:ウロボロス,真影の指輪,シンエイノユヒワ,一般,,,,,35,35,,ウロボロスのエフェクトを増幅する銀の指輪。あなたの作る《影の武具》の武器は、本物よりも強いものとなる。,取得時に攻撃力かガード値か装甲値を選択する。あなたが使用する《影の武具》で取得したエフェクトのクリエイトアイテムの選択した値に+6する。,,,,,,,,EA-影の武具,,,,,,,0,35
IA-影喰らいの腕輪,IA,ユニークアイテム:ウロボロス,影喰らいの腕輪,カケクライノウテワ,一般,,,,,50,50,,《散滅の腕》で消し去ったエフェクトを喰らい、生命力へと変える腕輪。,《散滅の腕》でひとつ以上のエフェクトを解除した場合、即座にあなたのHPを30点回復する。1回の《散滅の腕》で複数のエフェクトを解除しても、効果は重複しない。,,,,,,,,EA-散滅の腕,,,,,,,0,50
IA-世界の卵,IA,ユニークアイテム:ウロボロス,世界の卵,セカイノタマコ,使い捨て,,,,,80,80,,有機体とも無機体ともつかない卵状の物質。ウロボロス能力者が取り込むことで、内部のレネゲイドを吸収する、指向性を持ったワーディング現象を引き起こす。,あなたが《ワーディング》を使用する際に使用する。シーンが終了するか、《ワーディング》が解除されるまで、シーン内の任意のオーヴァード全員が行なうあらゆる判定のダイスに−1個する。この効果の対象がレネゲイドビーイングの場合、ダイスをさらに−1個する。,,,,,,,IC-世界の卵,EA-ワーディング,,,,,,,1,80
IA-RCブースター,IA,エフェクトアイテム:ブラックドッグ専用アイテム,RCブースター,RCブースター,一般,購入不可,,不可,,,,,あなたの身体に埋め込まれた、レネゲイドコントロールを補助する装備。,あなたの行なう〈RC〉判定の達成値に+2する。複数取得した場合、この効果は重複する。,,,,,,,基本2-RCブースター EA-RCブースター,EA-ハードワイヤード,,,,,,,0,999
IA-Rコンバータ,IA,エフェクトアイテム:ブラックドッグ専用アイテム,Rコンバータ,Rコンバータ,一般,購入不可,,不可,,,,,あなたの身体に埋め込まれた、レネゲイドによるエフェクト効率を上昇させるための装置。,あなたが行なう〈RC〉による攻撃のダメージに+2する。複数取得した場合、この効果は重複する。,,,,,,,IC-Rコンバータ EA-Rコンバータ,EA-ハードワイヤード,,,,,,,0,999
IA-イオノスラスター,IA,エフェクトアイテム:ブラックドッグ専用アイテム,イオノスラスター,イオノスラスター,一般,購入不可,,不可,,,,,あなたの身体に埋め込まれた、レネゲイドコントロールを補助する装備。,あなたが使用する《イオノクラフト》では、飛行状態がラウンド終了まで持続する。さらに、この飛行状態の間、あなたが行なう攻撃の判定とドッジの判定のダイスに+1個する。この効果は1シーンに1回まで使用できる。,,,,,,,,EA-ハードワイヤード EA-イオノクラフト,,,,,,,0,999
IA-ダーマルプレート,IA,エフェクトアイテム:ブラックドッグ専用アイテム,ダーマルプレート,ターマルフレート,一般,購入不可,,不可,,,,,皮膚の下に埋め込む装甲板。肉体の耐久力を強化する。,あなたのHP最大値に+5する。複数取得した場合、この効果は重複する。,,,,,,,基本2-ダーマルプレート EA-ダーマルプレート,EA-ハードワイヤード,,,,,,,0,999
IA-データブレイン,IA,エフェクトアイテム:ブラックドッグ専用アイテム,データブレイン,テータフレイン,一般,購入不可,,不可,,,,,脳内に埋め込まれたデータベース。,あなたが行なう〈知識:~~〉〈情報:~~〉判定の達成値に+2する。複数取得した場合、この効果は重複する。,,,,,,,IC-データブレイン EA-データブレイン,EA-ハードワイヤード,,,,,,,0,999
IA-バトルマニューバ,IA,エフェクトアイテム:ブラックドッグ専用アイテム,バトルマニューバ,ハトルマニューハ,一般,購入不可,,不可,,,,,特殊なプログラムで戦闘動作を最適化する。,あなたの行なう〈白兵〉判定の達成値に+2する。複数取得した場合、この効果は重複する。,,,,,,,基本2-バトルマニューバ EA-バトルマニューバ,EA-ハードワイヤード,,,,,,,0,999
IA-マグネットコーティング,IA,エフェクトアイテム:ブラックドッグ専用アイテム,マグネットコーティング,マクネットコーティンク,一般,購入不可,,不可,,,,,あなたの身体に埋め込まれた、電磁波による防御壁を作り出す装置。,あなたの行なうガードのガード値に+2する。複数取得した場合、この効果は重複する。,,,,,,,基本2-マグネットコーティング EA-マグネットコーティング,EA-ハードワイヤード,,,,,,,0,999
IA-レイジーアーム,IA,エフェクトアイテム:ブラックドッグ専用アイテム,レイジーアーム,レイシーアーム,一般,購入不可,,不可,,,,,ロケットや変形機構により、腕の及ぶ距離を延長し、遠距離へ攻撃を行なうシステム。,あなたが行なう白兵攻撃の直前に使用する。その攻撃を「射程:視界」に変更する。この効果は1シナリオに1回まで使用できる。,,,,,,,,EA-ハードワイヤード,,,,,,,0,999
IA-ロックオンサイト,IA,エフェクトアイテム:ブラックドッグ専用アイテム,ロックオンサイト,ロックオンサイト,一般,購入不可,,不可,,,,,知覚系に埋め込む照準器。,あなたの行なう〈射撃〉判定の達成値に+2する。複数取得した場合、この効果は重複する。,,,,,,,基本2-ロックオンサイト EA-ロックオンサイト,EA-ハードワイヤード,,,,,,,0,999
IA-従者の回路,IA,エフェクトアイテム:従者専用アイテム,従者の回路,シュウシャノカイロ,一般,購入不可,,不可,,,,,従者の体内を、レネゲイドコントロールが容易となるように変化させる。,従者の行なう〈RC〉判定の達成値に+2する。複数取得した場合、この効果は重複する。,,,,,,,IC-従者の回路 EA-従者の回路,EA-愚者の兵装,,,,,,,0,999
IA-従者の技量,IA,エフェクトアイテム:従者専用アイテム,従者の技量,シュウシャノキリョウ,一般,購入不可,,不可,,,,,従者に知識を与え、あらかじめ技術を持つようにする。,取得時に技能ひとつを選択する。従者は選択した技能を2レベルで持つ。複数取得した場合に同じ技能を選択したなら、レベルが+1される。,,,,,,,IC-従者の技量 EA-従者の技量,EA-愚者の兵装,,,,,,,0,999
IA-従者の衣,IA,エフェクトアイテム:従者専用アイテム,従者の衣,シュウシャノコロモ,一般,購入不可,,不可,,,,,従者の皮膚を、鎧のように強化する。,従者の装甲値に+2する。複数取得した場合、この効果は重複する。,,,,,,,基本2-従者の衣 EA-従者の衣,EA-愚者の兵装,,,,,,,0,999
IA-従者の選別,IA,エフェクトアイテム:従者専用アイテム,従者の選別,シュウシャノセンヘツ,一般,購入不可,,不可,,,,,従者の能力を調整し、あらかじめ優れた個体にする。,取得時に能力値ひとつを選択する。従者の選択した能力値に+1する。複数取得した場合、この効果は重複する。,,,,,,,IC-従者の選別 EA-従者の選別,EA-愚者の兵装,,,,,,,0,999
IA-従者の体躯,IA,エフェクトアイテム:従者専用アイテム,従者の体躯,シュウシャノタイク,一般,購入不可,,不可,,,,,従者の身体を大型化させ、耐久力を強化する。,従者のHP最大値に+5する。複数取得した場合、この効果は重複する。,,,,,,,IC-従者の体躯 EA-従者の体躯,EA-愚者の兵装,,,,,,,0,999
IA-従者の蹄,IA,エフェクトアイテム:従者専用アイテム,従者の蹄,シュウシャノヒツメ,一般,購入不可,,不可,,,,,あなたの従者が、素早い動きを可能であることを表わす。,従者の【行動値】に+2する。複数取得した場合、この効果は重複する。,,,,,,,EA-従者の蹄,EA-愚者の兵装,,,,,,,0,999
IA-従者の安らぎ,IA,エフェクトアイテム:従者専用アイテム,従者の安らぎ,シュウシャノヤスラキ,一般,購入不可,,不可,,,,,あなたの従者が、レネゲイドの侵蝕を緩和する機能を持つことを表わす。,所持している従者が行なう、メジャーアクションで組み合わせたエフェクトの侵蝕値の合計に−1(最低1)する。複数取得した場合、この効果は重複する。,,,,,,,EA-従者の安らぎ,EA-愚者の兵装,,,,,,,0,999
IA-ヴェノムブラッド,IA,エフェクトアイテム:従者専用アイテム,ヴェノムブラッド,ウェノムフラット,使い捨て,購入不可,,不可,,,,,従者の体内に生成された毒。自身の身体を変化させた攻撃によって、相手に注入できる。,マイナーアクションで使用する。そのメインプロセスに行なう《愚者の兵装》で取得した武器による攻撃が命中した場合、そのラウンドの間、対象が行なうあらゆる判定のダイスに−2個する。,,,,,,,IC-ヴェノムブラッド EA-ヴェノムブラッド,EA-愚者の兵装,,,,,,,1,999
IA-ケージブラッド,IA,エフェクトアイテム:従者専用アイテム,ケージブラッド,ケーシフラット,使い捨て,購入不可,,不可,,,,,道をふさぐように従者の形状を変化させる薬。,イニシアチブプロセスで使用する。従者のいるエンゲージを封鎖する。また、従者が行なうあらゆる判定のダイスに+1個する。この効果は従者が移動するか、従者が解除するまで持続する。,,,,,,,EA-ケージブラッド,EA-愚者の兵装,,,,,,,1,999
IA-コンバットブラッド,IA,エフェクトアイテム:従者専用アイテム,コンバットブラッド,コンハットフラット,使い捨て,購入不可,,不可,,,,,従者の戦闘力を一時的に増強させるための血液製剤。,従者が行なう攻撃の判定直前に使用する。その攻撃のダメージに+5する。,,,,,,,IC-コンバットブラッド EA-コンバットブラッド,EA-愚者の兵装,,,,,,,1,999
IA-シールドブラッド,IA,エフェクトアイテム:従者専用アイテム,シールドブラッド,シールトフラット,使い捨て,購入不可,,不可,,,,,従者の身体の一部を瞬間的に硬化させる薬。,従者がガードを行なう直前に使用する。そのガードのガード値に+5する。,,,,,,,IC-シールドブラッド EA-シールドブラッド,EA-愚者の兵装,,,,,,,1,999
IA-フィジカルブラッド,IA,エフェクトアイテム:従者専用アイテム,フィジカルブラッド,フィシカルフラット,使い捨て,購入不可,,不可,,,,,従者の能力を一時的に高める薬。,従者がなんらかの判定を行なう直前に使用する。その判定のダイスに+2個する。,,,,,,,IC-フィジカルブラッド EA-フィジカルブラッド,EA-愚者の兵装,,,,,,,1,999
IA-ラストブラッド,IA,エフェクトアイテム:従者専用アイテム,ラストブラッド,ラストフラット,使い捨て,購入不可,,不可,,,,,従者に自身の限界を超える力をもたらす薬。,従者がなんらかの判定を行なう直前に使用する。その判定のダイスに+5個する。このアイテムを使用したキャラクターのHPは、メインプロセスの終了後に0となる。,,,,,,,IC-ラストブラッド EA-ラストブラッド,EA-愚者の兵装,,,,,,,1,999
IA-Rコントローラー,IA,秘密兵器専用アイテム,Rコントローラー,Rコントローラー,一般,,,,,20,20,,腕に装着する形の、レネゲイド増幅器。効果は強力だが、使用回数に制限がある。,あなたが行なう〈RC〉判定の直前に使用する。その判定のダイスに+5個する。この効果は1シナリオに3回まで使用できる。,,,,,,,上級-Rコントローラー LM-Rコントローラー,,,,,,,LM-秘密兵器,0,20
IA-トゥルースサイト,IA,秘密兵器専用アイテム,トゥルースサイト,トゥルースサイト,一般,,,,,20,20,,EXレネゲイドに感染した多機能ゴーグル。あらゆる状況への対応を可能とする、さまざまな機能を持つ。,あらゆる判定の直前に使用する。その判定のダイスに+3個する。この効果は1シナリオに3回まで使用できる。,,,,,,,上級-トゥルースサイト LM-トゥルースサイト,,,,,,,LM-秘密兵器,0,20
IA-特殊装甲義肢,IA,秘密兵器専用アイテム,特殊装甲義肢,トクシュソウコウキシ,一般,,,,,20,20,,最新型の義肢。軍用装甲と強化筋肉を導入している。,ブラックドッグのシンドロームを持つキャラクターのみ取得できる。素手の攻撃力に+6、ガード値に+3する。さらに、あなたが行なう〈白兵〉判定のダイスに+1個する。複数取得しても効果は重複しない。,,,,,,,上級-特殊装甲義肢 LM-特殊装甲義肢,,IA-素手,,,,,LM-秘密兵器,0,20
IA-ハイペリオンフォート,IA,秘密兵器専用アイテム,ハイペリオンフォート,ハイヘリオンフォート,一般,,,,,20,20,,オーヴァードの活動拠点として開発された空中機動基地。上空から艦砲射撃と情報支援によって所有者の活動をサポートする。,あなたが行なう〈情報:~~〉判定のダイスに+4個する。また、あなたが行なう攻撃の直前に使用する。その攻撃の攻撃力に+10する。この効果は1シナリオに1回まで使用できる。,,,,,,,,,,,,,,LM-秘密兵器,0,20
IA-フォールンサラマンダー,IA,秘密兵器専用アイテム,フォールンサラマンダー,フォールンサラマンター,一般,,,,,20,20,,EXレネゲイドに感染させた小型ドローン。簡易銃座とエフェクトによる火力支援を行なうことができる。,シーンに登場している任意のキャラクターがダメージロールを行なう直前に使用する。そのダメージに+2Dする。1ラウンドに1回、1シナリオに3回まで使用できる。,,,,,,,HR-フォールンサラマンダー,,,,,,,LM-秘密兵器,0,20
IA-フォールンスプライト,IA,秘密兵器専用アイテム,フォールンスプライト,フォールンスフライト,一般,,,,,20,20,,EXレネゲイドに感染させた小型ドローン。知能を持ち、所有者の行動をアシストする。,シーンに登場している任意のキャラクターが判定を行なう直前に使用する。その判定のダイスに+3個する。1シーンに1回まで使用可能。またフォールンスプライトはあなたの命令を聞くエキストラとして簡単な作業(小さな物を運ぶ、離れた場所のスイッチを押すなど)を行なえる。どの程度の作業ができるかはGMが決定すること。,,,,,,,HR-フォールンスプライト,,,,,,,LM-秘密兵器,0,20
IA-ブレイカー,IA,秘密兵器専用アイテム,ブレイカー,フレイカー,一般,,,,,20,20,,レネゲイドに干渉して内部から破壊するヘアピン型装置。,シーンに登場しているキャラクターが行なう攻撃の直前に使用する。その攻撃は対象の装甲値を無視してダメージを算出する。この効果は1シーンに1回まで使用できる。,,,,,,,上級-ブレイカー LM-ブレイカー,,,,,,,LM-秘密兵器,0,20
IA-レジェンドアーマー,IA,秘密兵器専用アイテム,レジェンドアーマー,レシェントアーマー,一般,,,,,20,20,,あなたの持っている防具は、伝説の一品である。その能力は他のものと比べて段違いに高い。,取得時にあなたが常備化している防具ひとつを選択する。その防具の装甲値に+5、ドッジと行動に+2する。複数取得した場合、同じ防具を選択することはできない。,,,,,,,上級-レジェンドアーマー LM-レジェンドアーマー,,,,,,,LM-秘密兵器,0,20
IA-レジェンドヴィークル,IA,秘密兵器専用アイテム,レジェンドヴィークル,レシェントウィークル,一般,,,,,20,20,,あなたの持っているヴィークルは、伝説の一品である。その能力は他のものと比べて段違いに高い。,取得時にあなたが常備化しているヴィークルひとつを選択する。そのヴィークルの攻撃力に+5、全力移動に+50mする。複数取得した場合、同じヴィークルを選択することはできない。,,,,,,,上級-レジェンドヴィークル LM-レジェンドヴィークル,,,,,,,LM-秘密兵器,0,20
IA-レジェンドウェポン,IA,秘密兵器専用アイテム,レジェンドウェポン,レシェントウェホン,一般,,,,,20,20,,あなたの持っている武器は、伝説の一品である。その能力は他のものと比べて段違いに高い。,取得時にあなたが常備化している武器ひとつを選択する。その武器の攻撃力に+5する。さらに、選択した武器が「種別:白兵」の場合はガード値に+2、「種別:射撃」の場合は射程に+10mする。複数取得した場合、同じ武器を選択することはできない。,,,,,,,上級-レジェンドウェポン LM-レジェンドウェポン,,,,,,,LM-秘密兵器,0,20
