id,supplement,category,name,ruby,type,skill,acc,acc_int,atk,atk_int,guard,guard_int,rng,rng_int,procure,procure_int,stock,stock_int,exp,exp_int,rec,flavor,effect,price,rec_effect,ref_faq_id,ref_info_id,refed_power_id,refed_armor_id,refed_general_id,update,other_ver_id,rel_power_id,rel_weapon_id,rel_armor_id,rel_vehicle_id,rel_connection_id,rel_general_id,rel_dlois_id,type_order,cost_order
IA-粗悪な拳銃,IA,ジェネラルアイテム,粗悪な拳銃,ソアクナケンシュウ,射撃,〈射撃〉,−2,-2,2,2,—,0,15m,15,3,3,3,3,,,,モデルガンを改造したり、ガスガンのガス圧を違法なレベルに高めたり、あるいは3Dプリンタなどで作った安価な密造銃。正規の免許で銃を買えない者が使用している。,この武器による攻撃の判定でファンブルした場合、この武器は破壊され、さらにあなたは1D点のHPダメージを受ける。,,,,,,,,,NC-粗悪な拳銃,,,,,,,,2,3
IA-ベノムグレネード,IA,ジェネラルアイテム,ベノムグレネード,ヘノムクレネート,射撃,〈射撃〉,−3,-3,—,0,—,0,10m,10,5,5,3,3,,,,皮膚感染型の毒を散布する手榴弾。,この武器による攻撃は「対象:範囲」となる。この武器による攻撃が命中した場合、対象にバッドステータスの邪毒を与える。邪毒のランクは3となる。この攻撃でHPダメージを与えることはできない。この武器は1シナリオに1回まで使用できる。,,,102,,,,,,基本2-ベノムグレネード,,,,,,,,2,3
IA-弓失,IA,ジェネラルアイテム,弓失,ユミヤ,射撃,〈射撃〉,−2,-2,3,3,—,0,60m,60,7,7,3,3,,,,弦の弾力で矢を発射する人類最古の射撃武器。便宜上、和弓と洋弓を区別しない。使われなくなった電線と金属板などを組み合わせて即席で作ることもできる。主にスポーツや儀礼に用いられるが、殺傷力は十分だ。,両手持ち。至近不可。,,,,,,,,,NC-弓失,,,,,,,,2,3
IA-クロスボウ,IA,ジェネラルアイテム,クロスボウ,クロスホウ,射撃,〈射撃〉,−2,-2,2,2,—,0,40m,40,7,7,4,4,,,,機械式の洋弓。ボウガンと呼ぶこともある。クロスボウボルトあるいはクォレルと呼ばれる専用の太い矢を用いる。,至近不可。,,,,,,,,,基本1-クロスボウ,,,,,,,,2,4
IA-コンポジットボウ,IA,ジェネラルアイテム,コンポジットボウ,コンホシットホウ,射撃,〈射撃〉,−3,-3,解説参照,,—,0,【肉体】+20m,,6,6,5,5,,,,古くから洋の東西を問わず使われてきた弓。人力で引き絞ることによって矢を放つ。,この武器の攻撃力は「攻撃力:【肉体】」となる。両手持ち。至近不可。,,,,,,,,,IC-コンポジットボウ,,,,,,,,2,5
IA-小型ロケットランチャー,IA,ジェネラルアイテム,小型ロケットランチャー,コカタロケットランチャー,射撃,〈射撃〉,−2,-2,10,10,—,0,100m,100,13,13,5,5,,,,米軍のM72に代表される、折りたたみ式のロケットランチャー。火力はそれほどでもないが、たためばコートの下に隠せるため、テロリストや破壊工作員に愛用されている。,この武器による攻撃は「対象:範囲」となる。この武器は1シナリオに1回まで使用できる。至近不可。レアアイテム。,,,102,,,,,,NC-小型ロケットランチャー,,,,,,,,2,5
IA-猟銃,IA,ジェネラルアイテム,猟銃,リョウシュウ,射撃,〈射撃〉,0,0,4,4,—,0,100m,100,7,7,5,5,,,,22口径程度の小口径弾を使用するライフル。小動物やシカなどの狩猟に広く用いられる。熊やジャームには物足りない火力だが、一般的には十分。,マイナーアクションで使用する。そのメインプロセスの間、この武器による攻撃の判定の達成値に+5する。両手持ち。至近不可。,,,,,,,,,NC-猟銃,,,,,,,,2,5
IA-車載機関銃,IA,ジェネラルアイテム,車載機関銃,シャサイキカンシュウ,射撃,〈射撃〉,0,0,9,9,—,0,100m,100,13,13,6,6,,,,機関銃に銃座と大型弾倉を取り付けたもの。陣地防御や非装甲目標への攻撃に幅広く使用される。,この武器によるトループへの射撃攻撃のダメージに+2Dする。搭載火器。【肉体】が6以上のキャラクターはこの武器を搭載火器ではなく両手持ちとして装備できる。至近不可。レアアイテム。,,,103,,,,,,NC-車載機関銃,,,,,,IA-炸裂徹甲弾,,2,6
IA-拳銃,IA,ジェネラルアイテム,拳銃,ケンシュウ,射撃,〈射撃〉,0,0,4,4,—,0,20m,20,10,10,6,6,,,,9mm弾を使用する拳銃。非常にポピュラーで扱いやすい銃器。日本人の小さな手にも馴染みやすいため愛用者は多い。,,,,,,,,,,基本1-拳銃,,,,,,,,2,6
IA-フラググレネード,IA,ジェネラルアイテム,フラググレネード,フラククレネート,射撃,〈射撃〉,−3,-3,5,5,—,0,10m,10,12,12,6,6,,,,爆発と内蔵したベアリングなどの生成破片でダメージを与える手榴弾。,この武器による攻撃は「対象:範囲」となる。この武器は1シナリオに1回まで使用できる。,,,102,,,,,,IC-フラググレネード,,,,,,,,2,6
IA-大型拳銃,IA,ジェネラルアイテム,大型拳銃,オオカタケンシュウ,射撃,〈射撃〉,−1,-1,6,6,—,0,20m,20,11,11,7,7,,,,マグナム弾を使用する大型拳銃。重量があり、反動も非常に大きいため、扱うには筋力や技量が必要になる。,,,,,,,,,,基本1-大型拳銃,,,,,,,,2,7
IA-ショットガン,IA,ジェネラルアイテム,ショットガン,ショットカン,射撃,〈射撃〉,−1,-1,5,5,—,0,10m,10,11,11,7,7,,,,12ゲージの散弾銃。近距離の対象には、集弾効果により大きなダメージを与える。,この武器による攻撃であなたと同じエンゲージにいるキャラクターを攻撃する場合、その攻撃の攻撃力に+2する。,,,,,,,,,基本2-ショットガン,,,,,,IA-炸裂徹甲弾,,2,7
IA-ショットガン(スラッグ),IA,ジェネラルアイテム,ショットガン(スラッグ),ショットカンスラック,射撃,〈射撃〉,0,0,5,5,—,0,30m,30,11,11,7,7,,,,使用する実包を散弾から一粒弾に変更したショットガン。火力が落ちる代わりに、射程と命中精度が向上している。,,,,,,,,,,IC-ショットガン(スラッグ),,,,,,IA-炸裂徹甲弾,,2,7
IA-コンバットショットガン,IA,ジェネラルアイテム,コンバットショットガン,コンハットショットカン,射撃,〈射撃〉,−1,-1,5,5,—,0,10m,10,12,12,8,8,,,,本格的な戦闘を想定したオートマチックタイプのショットガン。洞窟や地下施設など閉所での使い勝手がよいため、UGNの突入部隊に愛好者が多い。,この武器による攻撃であなたと同じエンゲージにいるキャラクターを攻撃する場合、その攻撃の攻撃力に+2する。,,,,,,,,,NC-コンバットショットガン,,,,,,IA-炸裂徹甲弾,,2,8
IA-グレネードランチャー,IA,ジェネラルアイテム,グレネードランチャー,クレネートランチャー,射撃,〈射撃〉,−2,-2,9,9,—,0,30m,30,13,13,9,9,,,,榴弾を発射する射撃筒。破片をばらまくことで、広範囲に攻撃できる。,マイナーアクションで使用する。そのメインプロセスの間、この武器による攻撃を「対象:範囲」に変更する。この効果は1シナリオに1回まで使用できる。両手持ち。至近不可。,,,102,,,,,,基本2-グレネードランチャー,,,,,,IA-炸裂徹甲弾 IA-予備弾倉,,2,9
IA-サブマシンガン,IA,ジェネラルアイテム,サブマシンガン,サフマシンカン,射撃,〈射撃〉,−1,-1,8,8,—,0,20m,20,14,14,9,9,,,,短機関銃。拳銃弾を使用するため、マシンピストルとも呼ばれる。速射性から制圧力に優れる。,,,,,,,,,,基本1-サブマシンガン,,,,,,,,2,9
IA-アサルトライフル,IA,ジェネラルアイテム,アサルトライフル,アサルトライフル,射撃,〈射撃〉,−1,-1,9,9,—,0,100m,100,15,15,10,10,,,,小口径高速弾を使用した軍用のオートマチックライフル。フルオートでの射撃も可能である。,至近不可。,,,,,,,,,基本1-アサルトライフル,,,,,,IA-炸裂徹甲弾,,2,10
IA-ボルトアクションライフル,IA,ジェネラルアイテム,ボルトアクションライフル,ホルトアクションライフル,射撃,〈射撃〉,0,0,8,8,—,0,200m,200,15,15,10,10,,,,じっくりと狙いをつけることで命中精度を上げるライフル銃。,マイナーアクションで使用する。そのメインプロセスの間、この武器による攻撃の判定の達成値に+5する。至近不可。,,,,,,,,,基本2-ボルトアクションライフル,,,,,,IA-炸裂徹甲弾,,2,10
IA-パワーピストル,IA,ジェネラルアイテム,パワーピストル,ハワーヒストル,射撃,〈射撃〉,−1,-1,8,8,—,0,20m,20,15,15,11,11,,,,10mm~.45口径の大型弾頭を使用する拳銃。最新のリコイルコントロール方式が採用されているだけでなく、複合サイトの取り付けによって命中精度も高い。市販はほとんどされておらず、特殊部隊や法執行機関に納入されている。,,,,,,,,,,NC-パワーピストル,,,,,,,,2,11
IA-ATMランチャー,IA,ジェネラルアイテム,ATMランチャー,ATMランチャー,射撃,〈射撃〉,0,0,10,10,—,0,200m,200,35,35,12,12,,,,携行型の対戦車ミサイル。レーザー誘導が主流だが、UGNでは電子妨害に強い有線の愛用者も多い。,この武器を使用する射撃攻撃は飛行状態であるキャラクターを攻撃の対象にできない。この武器は1シナリオに1回まで使用できる。両手持ち。至近不可。レアアイテム。,,,,,,,,,NC-ATMランチャー,,,,,,,,2,12
IA-対空ミサイル,IA,ジェネラルアイテム,対空ミサイル,タイクウミサイル,射撃,〈射撃〉,0,0,15,15,—,0,100m,100,18,18,12,12,,,,携行可能な対空ミサイル。発射装置ロックオンして目標を追尾できる。,この武器による攻撃は飛行状態のキャラクターのみ対象にできる。マイナーアクションで使用する。そのメインプロセスの間、この武器による攻撃の判定の達成値に+5する。この武器は1シナリオに1回まで使用できる。両手持ち。至近不可。レアアイテム。,,,,,,,,,IC-対空ミサイル,,,,,,,,2,12
IA-レーザーランチャー,IA,ジェネラルアイテム,レーザーランチャー,レーサーランチャー,射撃,〈射撃〉,0,0,8,8,—,0,200m,200,50,50,12,12,,,,先進各国で実用化されているレーザー照射装置。弾薬を必要としないた極めて安価で、電力が続く限り攻撃を続けることができる。,この武器による攻撃は対象の装甲値を無視してダメージを算出する。搭載火器。至近不可。レアアイテム。,,,103,,,,,,NC-レーザーランチャー,,,,,,,,2,12
IA-スマートライフル,IA,ジェネラルアイテム,スマートライフル,スマートライフル,射撃,〈射撃〉,−1,-1,9,9,—,0,100m,100,18,18,13,13,,,,軽量化された剛性の高いフレームと貫通力の高い特殊徹甲弾を使用し、各種の戦術支援システムを搭載した最新型アサルトライフル。,至近不可。レアアイテム。,,,,,,,,,NC-スマートライフル,,,,,,IA-炸裂徹甲弾,,2,13
IA-フルオートショットガン,IA,ジェネラルアイテム,フルオートショットガン,フルオートショットカン,射撃,〈射撃〉,−1,-1,5,5,—,0,10m,10,20,20,14,14,,,,ガス圧作動方式で、フルオート射撃を可能にしたショットガン。大量にばらまかれる散弾によって、相手は逃げ場を失う。,この武器による攻撃であなたと同じエンゲージにいるキャラクターを攻撃する場合、そのキャラクターが行なうドッジのダイスに−1個する。さらに、その攻撃の攻撃力に+5する。,,,,,,,,,IC-フルオートショットガン,,,,,,IA-炸裂徹甲弾,,2,14
IA-ライトマシンガン,IA,ジェネラルアイテム,ライトマシンガン,ライトマシンカン,射撃,〈射撃〉,−2,-2,10,10,—,0,150m,150,20,20,15,15,,,,前線に立つ人間を支援するための軽機関銃。高い連射力で制圧能力に優れている。,この武器による攻撃が命中した場合に使用する。命中した対象にバッドステータスの放心を与える。この効果は1シーンに1回まで使用できる。両手持ち。至近不可。,,,,,,,,,IC-ライトマシンガン,,,,,,,,2,15
IA-火炎放射器,IA,ジェネラルアイテム,火炎放射器,カエンホウシャキ,射撃,〈射撃〉,−3,-3,5,5,—,0,10m,10,22,22,16,16,,,,可燃性の噴射剤を使って炎を投射する武器。携行できる燃料に限りがあるため、長時間の使用はできない。,この武器を使用する射撃攻撃に対しては、ガードを行なえない。また、この射撃攻撃に対してカバーリングを行なった場合、ガードを行なったものとしてダメージを算出できない。この武器は1シナリオに1回まで使用できる。,,,,,,,,,IC-火炎放射器,,,,,,IA-予備弾倉,,2,16
IA-ヘヴィマシンガン,IA,ジェネラルアイテム,ヘヴィマシンガン,ヘウィマシンカン,射撃,〈射撃〉,−3,-3,12,12,—,0,200m,200,24,24,18,18,,,,設置使用を前提とした大型機関銃。射撃の反動抑え込む装置、弾薬を入れるケース、設置用の三脚もセットになっている。,搭載火器。至近不可。レアアイテム。,,,103,,,,,,IC-ヘヴィマシンガン,,,,,,,,2,18
IA-PDW,IA,ジェネラルアイテム,PDW,PDW,射撃,〈射撃〉,−1,-1,9,9,—,0,20m,20,30,30,20,20,,,,短機関銃の取り回しとアサルトライフルの威力を持つ火器。,マイナーアクションで使用する。そのメインプロセスの間、この武器による攻撃を「対象:範囲(選択)」に変更する。この効果は1シナリオに1回まで使用できる。至近不可。,,,102,,,,,,基本2-PDW,,,,,,IA-予備弾倉,,2,20
IA-スナイパーライフル,IA,ジェネラルアイテム,スナイパーライフル,スナイハーライフル,射撃,〈射撃〉,0,0,11,11,—,0,200m,200,19,19,20,20,,,,狙撃用ライフル。スコープとバイポッド(二脚)付き。ボルトアクション式もオートマチック式も同じデータとして扱う。,至近不可。,,,,,,,,,基本1-スナイパーライフル,,,,,,IA-炸裂徹甲弾,,2,20
IA-ロケットランチャー,IA,ジェネラルアイテム,ロケットランチャー,ロケットランチャー,射撃,〈射撃〉,−7,-7,12,12,—,0,100m,100,25,25,20,20,,,,RPG-7などで知られる携行型ロケット砲。基本的に使い捨て。,この武器による攻撃の判定の直前に使用する。その攻撃は対象の装甲値を無視してダメージを算出する。この武器は1シナリオに1回まで使用できる。両手持ち。至近不可。レアアイテム。,,,,,,,,,IC-ロケットランチャー,,,,,,,,2,20
IA-アンチマテリアルライフル,IA,ジェネラルアイテム,アンチマテリアルライフル,アンチマテリアルライフル,射撃,〈射撃〉,0,0,20,20,—,0,300m,300,35,35,24,24,,,,大口径弾を使用するライフル銃。,この武器を使用する射撃攻撃に対しては、ガードを行なえない。この攻撃に対してカバーリングを行なった場合、ガードを行なったものとしてダメージを算出できない。この武器は1シナリオに1回まで使用できる。両手持ち。至近不可。,,,,,,,,,基本2-アンチマテリアルライフル,,,,,,IA-炸裂徹甲弾 IA-予備弾倉,,2,24
IA-大型擲弾砲,IA,ジェネラルアイテム,大型擲弾砲,オオカタテキタンホウ,射撃,〈射撃〉,−4,-4,15,15,—,0,50m,50,36,36,25,25,,,,車両搭載用のグレネードランチャー。大型の榴弾を使用する。,マイナーアクションで使用する。そのメインプロセスの間、この武器による攻撃を「対象:範囲」に変更する。この効果は1シナリオに1回まで使用できる。搭載火器。至近不可。レアアイテム。,,,102 103,,,,,,IC-大型擲弾砲,,,,,,IA-炸裂徹甲弾 IA-予備弾倉,,2,25
IA-チェーンガン,IA,ジェネラルアイテム,チェーンガン,チェーンカン,射撃,〈射撃〉,−2,-2,15,15,—,0,100m,100,38,38,27,27,,,,車に搭載する機関砲。外部動力とチェーンによって機関部を動作させているためにこう呼ばれる。,搭載火器。【肉体】が8以上のキャラクターはこの武器を搭載火器ではなく両手持ちとして装備できる。至近不可。レアアイテム。,,,103,,,,,,基本2-チェーンガン,,,,IA-戦闘ヘリ,,,,2,27
IA-大口径機関砲,IA,ジェネラルアイテム,大口径機関砲,タイコウケイキカンホウ,射撃,〈射撃〉,0,0,21,21,—,0,350m,350,38,38,28,28,,,,20mm~40mm程度の大口径弾をフルオート射撃する機関砲。,この武器を使用する射撃攻撃に対してはガードを行なえない。この武器によるトループへの射撃攻撃のダメージに+2Dする。搭載火器。至近不可。レアアイテム。,,,103,,,,,,NC-大口径機関砲,,,,,,IA-炸裂徹甲弾,,2,28
IA-重迫擊砲,IA,ジェネラルアイテム,重迫擊砲,シュウハクケキホウ,射撃,〈射撃〉,−4,-4,11,11,—,0,1000m,1000,購入不可,,30,30,,,,歩兵がチームを組んで運用する、あるいは装甲車などに載せて運用する曲射砲。,この武器による攻撃を「対象:範囲」に変更する、また、この武器による攻撃はあなたから100m以内にいるキャラクターを対象にできない。搭載火器。【肉体】が12以上のキャラクターはこの武器を搭載火器ではなく両手持ちとして装備できる。レアアイテム。,,,,,,,,,NC-重迫擊砲,,,,,,,,2,30
IA-ミニガン,IA,ジェネラルアイテム,ミニガン,ミニカン,射撃,〈射撃〉,−2,-2,7,7,—,0,50m,50,40,40,30,30,,,,5.56mm弾を使用する歩兵用のガトリングガン。パワーアシストアーマーを装備した兵士の使用を想定している。,搭載火器。【肉体】が6以上のキャラクターはこの武器を搭載火器ではなく両手持ちとして装備できる。至近不可。レアアイテム。,,,103,,,,,,NC-ミニガン,,,,,,,,2,30
IA-ARライフル,IA,ジェネラルアイテム,ARライフル,ARライフル,射撃,〈射撃〉,0,0,13,13,—,0,200m,200,55,55,40,40,,,,レネゲイドの活動を抑制する特殊弾を用いるスナイパーライフル。,この武器による攻撃でオーヴァードのキャラクターに1点でもHPダメージを与えた場合、そのラウンドの間、そのキャラクターが行なうあらゆる判定のダイスに−2個する。この武器は1シナリオに1回まで使用できる。至近不可。,,,,,,,,,NC-ARライフル,,,,,,IA-炸裂徹甲弾 IA-予備弾倉,,2,40
IA-決闘者の剣,IA,ユニークアイテム,決闘者の剣,ケットウシャノケン,白兵,〈白兵〉,0,0,7,7,3,3,至近,0,,,,,15,15,,一対一を想定して作り上げられた特殊な長剣。目標への集中力を高める作用がある。,この武器による白兵攻撃が「対象:単体」の場合、その攻撃の攻撃力に+4する。,,,,,,,,,HR-決闘者の剣,,,,,,,,0,15
IA-STRIDER,IA,ユニークアイテム,STRIDER,STRIDER,白兵,〈白兵〉,−1,-1,7,7,3,3,至近,0,,,,,15,15,,あるエグザイルの研究者が開発した特殊革素材の脚甲付きコンバットブーツ。堅牢さと足に馴染む柔らかさが両立している。,あなたの戦闘移動に+5mする。,,,,,,,,,NC-STRIDER,,,,,,,,0,15
IA-神木の丸太,IA,ユニークアイテム,神木の丸太,シンホクノマルタ,白兵,〈白兵〉,−4,-4,5,5,3,3,至近,0,,,,,15,15,,何百年もの時を経た神木より切り出された丸太。ただの丸太であるが、神木にEXレネゲイドの力が宿っているのか、その質量以上の粉砕力を発揮する。,あなたが移動していないラウンドでは、この武器による攻撃の攻撃力に+10する。両手持ち。,,,,,,,,,NC-神木の丸太,,,,,,,,0,15
IA-混沌なる者の槍,IA,ユニークアイテム,混沌なる者の槍,コントンナルモノノヤリ,白兵,〈白兵〉,−2,-2,12,12,4,4,至近,0,,,,,20,20,,EXレネゲイドに感染した形状が変化する槍。複数のシンドロームのエフェクトを組み合わせた攻撃に強く反応する性質がある。,この武器による攻撃の判定に2種類以上のシンドロームのエフェクト(一般エフェクトを除く)を組み合わせている場合、その判定のダイスに+3個する。両手持ち。,,,,,,,,,HR-混沌なる者の槍,,,,,,,,0,20
IA-スネークブレード,IA,ユニークアイテム,スネークブレード,スネークフレート,白兵,〈白兵〉,−1,-1,8,8,3,3,至近/15m,15,,,,,20,20,,分割された複数の刃を刀身内部のワイヤーで連結してある西洋剣。柄の部分にあるスイッチを押すことで連結を切り離し、射程の長い鞭状に切り替える。,マイナーアクションの直前で使用する。射程は/の右側となり、この武器による攻撃の判定のダイスに−1個する。この効果はいつでも解除できる。,,,,,,,,,IC-スネークブレード,,,,,,,,0,20
IA-バトルガーディアン,IA,ユニークアイテム,バトルガーディアン,ハトルカーティアン,白兵,〈白兵〉,−1,-1,7,7,4,4,至近,0,,,,,20,20,,柄の両側に刃のついた長剣。レネゲイドに反応する謎の刀身は、攻防一体の動きを可能とする。,エフェクトを組み合わせて行なうこの武器を使用した白兵攻撃の攻撃力に+4する。また、この武器による、あなたが使用したエフェクトの効果を受けたガードのガード値に+4する。,,,,,,,,,HR-バトルガーディアン,,,,,,,,0,20
IA-卑怯者の短剣,IA,ユニークアイテム,卑怯者の短剣,ヒキョウモノノタンケン,白兵,〈白兵〉,0,0,2,2,0,0,至近,0,,,,,20,20,,手傷を負った為政者に最後のひと突きをもたらしたと伝わる短剣。,セットアッププロセスで使用する。あなたがそのラウンドで1点以上のHPダメージを受けていない場合、この武器による攻撃のダメージに+2Dする。この効果はラウンド終了まで持続する。,,,,,,,,,,,,,,,,,0,20
IA-妖刀,IA,ユニークアイテム,妖刀,ヨウトウ,白兵,〈白兵〉,−1,-1,10,10,4,4,至近,0,,,,,20,20,,近代以前に手練れの剣客が用い、幾人もの血を吸ったといわれる曰く付きの日本刀。使い手の情念が染みつき、戦いが近づくと鍔鳴をして歓喜を表わすという。EXレネゲイドに感染しており、単なる刀剣を超えた破壊力を誇る。,あなたの侵蝕率が100%以上の場合、攻撃力に+2する。,,,,,,,,,上級-妖刀,,,,,,,,0,20
IA-リングオブライフ,IA,ユニークアイテム,リングオブライフ,リンクオフライフ,白兵,〈白兵〉,−1,-1,5,5,5,5,至近,0,,,,,20,20,,剛性の強い金属で作られた環状の打撃武器。押し引きすると柔軟にしなり、運動を介して使用者の生命力を高める不思議な力が宿っている。,マイナーアクションで使用する。あなたのHPを3D点回復する。この効果を使用するたび、あなたの侵蝕率に+2する。,,,,,,,,,NC-リングオブライフ,,,,,,,,0,20
IA-チェーンソード,IA,ユニークアイテム,チェーンソード,チェーンソート,白兵,〈白兵〉,−3,-3,16,16,3,3,至近,0,,,,,25,25,,特殊鋼の刃を持つ戦闘用チェーンソー。ギルドの犯罪者が恐怖を与えるために開発したといわれている。実戦的な武器とは言いがたいが、その威力だけはすさまじい。,マイナーアクションで使用する。そのシーンの間、このアイテムを武器として使用できる。両手持ち。,,,,,,,,,NC-チェーンソード,,,,,,,,0,25
IA-ソルジャークローム,IA,ユニークアイテム,ソルジャークローム,ソルシャークローム,白兵,〈白兵〉,−1,-1,12,12,2,2,至近,0,,,,,30,30,,エフェクトに反応する特殊合金で製造された剣。レネゲイドが活性化するほどに、この剣は鋭くなっていく。,マイナーアクションで使用する。そのシーンの間、この武器の攻撃力に+3する。この効果を使用するたび、あなたの侵蝕率に+2する。この効果は最大3回まで重複して適用できる。,,,,,,,,,NC-ソルジャークローム,,,,,,,,0,30
IA-閃光の刃,IA,ユニークアイテム,閃光の刃,センコウノヤイハ,白兵,〈白兵〉,−2,-2,5,5,2,2,至近,0,,,,,35,35,,刀身から光を放つ古刀。短い間、刀身を巨大な光の刃に変えて広範囲を薙ぎ払うことができる。,マイナーアクションで使用する。そのメインプロセスの間、この武器による白兵攻撃を「対象:範囲(選択)」に変更する。この効果は組み合わせたエフェクトの対象より優先する。この効果は1シーンに1回使用できる。,,,,,,,,,HR-閃光の刃,,,,,,,,0,35
IA-リキッドブレード,IA,ユニークアイテム,リキッドブレード,リキットフレート,白兵,〈白兵〉,−2,-2,解説参照,,解説参照,,至近,0,,,,,35,35,,EXレネゲイドが感染した液体金属を加工した剣。使用者の嗜好に合わせて、武器を最適な形態へと変化させる。,取得時に、この武器の攻撃力とガード値を、合計12点の範囲で好きなように割り振って決める。どちらにも最低1点は割り振ること。数値の再変更にはメジャーアクションを使用する。,,,,,,,,,IC-リキッドブレード,,,,,,,,0,35
IA-シザーリッパー,IA,ユニークアイテム,シザーリッパー,シサーリッハー,白兵,〈白兵〉,−2,-2,14,14,0,0,至近,0,,,,,40,40,,切断に特化した片刃の剣。独特の持ち手は鋏の握りを想起させる。,この武器による攻撃は対象の装甲値を無視してダメージを算出する。対象が複数の防具を装備している場合、代わりにもっとも装甲値の高い防具ひとつの装甲値を無視する。,,,,,,,,,HR-シザーリッパー,,,,,,,,0,40
IA-クラウドリフト,IA,ユニークアイテム,クラウドリフト,クラウトリフト,白兵/射撃,〈白兵〉/〈射撃〉,0,0,11,11,1,1,至近/10m,10,,,,,45,45,,俊足の力をもたらすEXレネゲイドのクナイ。あまりの素早さから疾風が巻き起こり、天の雲さえ割れるといわれている。,「種別:射撃」で使用する場合、技能、射程は/の右側となる。セットアッププロセスで使用する。そのラウンドの間、あなたの【行動値】に+10する。この効果は1シーンに1回まで使用できる。,,,,,,,,,NC-クラウドリフト,,,,,,,,1,45
IA-クリーヴァー,IA,ユニークアイテム,クリーヴァー,クリーウァー,白兵,〈白兵〉,−3,-3,17,17,4,4,至近,0,,,,,60,60,,薙ぎ払えば嵐を起こすといわれる大戦斧。大軍を相手にしてこそ、その真価を発揮する。,この武器による攻撃の判定の直前に使用する。その攻撃が「対象:単体」でない場合、ダメージに+3Dする。この効果を使用するたびに、あなたの侵蝕率に+3する。両手持ち。,,,,,,,,,NC-クリーヴァー,,,,,,,,0,60
IA-グリーフローズ,IA,ユニークアイテム,グリーフローズ,クリーフロース,白兵,〈白兵〉,−2,-2,21,21,0,0,20m,20,,,,,65,65,,ある圧制者が用いたという血のように赤いいばらの鞭。その棘に切り裂かれたものは胸を裂くような悲痛に襲われるという。,この武器を使用した攻撃でダメージを与えた対象は、そのラウンドの間、判定の達成値に−5する。,,,,,,,,,NC-グリーフローズ,,,,,,,,0,65
IA-スカルスローン,IA,ユニークアイテム,スカルスローン,スカルスローン,白兵,〈白兵〉,0,0,23,23,18,18,至近,0,,,,,70,70,,何者かのドクロが埋め込まれたガントレット。使用者の器をはかり、深き業に反応してその力を貸し与える。,この武器はあなたの侵蝕率が100%以上の間だけ使用できる。この武器は“素手”としても扱う。,,,,,,,,,NC-スカルスローン,,,,,,,,0,70
IA-悲哀の楔,IA,ユニークアイテム,悲哀の楔,ヒアイノクサヒ,白兵,〈白兵〉,0,0,17,17,7,7,至近,0,,,,,70,70,,心の奥底に眠る負の感情に突き刺さり、増幅するという禍々しい長槍。,この武器による白兵攻撃がバッドステータスの暴走を受けている対象に命中した場合、そのプロセスの終了時に、対象の侵蝕率に+1Dする。両手持ち。,,,,,,,,,HR-悲哀の楔,,,,,,,,0,70
IA-ファランクス,IA,ユニークアイテム,ファランクス,ファランクス,白兵,〈白兵〉,−1,-1,4,4,7,7,至近,0,,,,,15,15,,UGNが開発した近接戦用バリスティックシールド。盾を持つオーヴァードがそのまま鎮圧に利用できるようスパイクやグリップが増設されている。,マイナーアクションで使用する。そのメインプロセスの間、あなたが行なう攻撃の攻撃力に+3する。,,,,,,,,,NC-ファランクス,,,,,,,,0,15
IA-エフェクトシューター,IA,ユニークアイテム,エフェクトシューター,エフェクトシューター,射撃,〈射撃〉,−1,-1,9,9,—,0,20m,20,,,,,10,10,,エフェクトを弾丸に込めて撃ち出すハンドガン。撃ち出される弾丸はシンドロームによって炎や氷、雷、音波、爪や針、精神を破壊する催眠波などさまざま。,この武器を使用して攻撃を行なうたび、侵蝕率に+1する。オーヴァードでないキャラクターは使用できない。,,,,,,,,,NC-エフェクトシューター,,,,,,,,2,10
IA-ブリンカー,IA,ユニークアイテム,ブリンカー,フリンカー,射撃,〈射撃〉,−1,-1,6,6,—,0,20m,20,,,,,10,10,,空間を歪曲する弾丸を発射するEXレネゲイドのサブマシンガン。撃ち出された銃弾は目標の背後などから出現し、回避不能の攻撃を可能とする。,この武器による射撃攻撃は「対象:単体」となる。この効果は組み合わせたエフェクトの対象より優先する。この武器による攻撃の対象が行なうドッジの判定のダイスに4個する。,,,,,,,,,,,,,,,,,2,10
IA-カゲヌイ,IA,ユニークアイテム,カゲヌイ,カケヌイ,射撃,〈射撃〉,−1,-1,7,7,—,0,15m,15,,,,,15,15,,飛ぶ鳥の影さえ縫い止めるという投擲用ナイフ。敵の攻撃を撃ち落とす精度が非常に高い。,あなたが行なう〈射撃〉判定によるリアクションのダイスに+2個する。,,,,,,,,,NC-カゲヌイ,,,,,,,,2,15
IA-試作レーザーランチャー,IA,ユニークアイテム,試作レーザーランチャー,シサクレーサーランチャー,射撃,〈射撃〉,0,0,10,10,—,0,1000m,1000,,,,,15,15,,UGNが試作している歩兵用の自由電子レーザー砲。バックパックに巨大なバッテリーを背負って運用する(ブラックドッグの場合不要)。,この武器による攻撃のダメージは対象の装甲値に−15(最低0)して算出する。あなたがブラックドッグのシンドロームを持たない場合、あなたの【行動値】−5、ドッジの達成値に−2する。,,,104,,,,,,NC-試作レーザーランチャー,,,,,,,,2,15
